Locus_tag,gene_id,GSE60522_1,GSE60522_2,GSE60522_3,GSE114917_LP1,GSE114917_LP2,GSE114917_LP3,GSE114917_LP4,GSE54199_RNA,GSE54199_DNA,GSE40313_1,GSE40313_2,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b2714,ascG,102,104,119,34,42,24,21,31316.5,107206,75,101,2838254,2839264,2838759,ascG,,1
b2715,ascF,21,17,6,37,33,23,20,19815,126954.5,23,28,2839524,2840981,2840252,ascF,,0
b2716,ascB,17,14,13,42,55,15,31,24341.5,148163,18,27,2840990,2842414,2841702,ascB,,0
b2717,hycI,38,48,50,156,113,109,81,12927.5,54949,57,87,2842573,2843043,2842808,hycI,,1
b2718,hycH,49,38,26,5,6,9,4,7796,39013.5,4,9,2843036,2843446,2843241,hycH,,1
b2719,hycG,34,14,36,10,10,5,5,14361.5,71066,4,6,2843443,2844210,2843826,hycG,,1
b2720,hycF,3,12,2,3,3,2,3,7888,54295,3,1,2844210,2844752,2844481,hycF,,1
b2721,hycE,18,24,26,15,12,10,14,24834.5,167267,6,9,2844762,2846471,2845616,hycE,,1
b2722,hycD,23,3,5,0,2,6,5,22114,89147,3,1,2846489,2847412,2846950,hycD,,1
b2723,hycC,4,11,7,6,9,9,4,32653,167907,5,6,2847415,2849241,2848328,hycC,,1
b2724,hycB,4,0,3,1,0,3,2,7201.5,54122.5,1,4,2849238,2849849,2849543,hycB,,1
b2725,hycA,0,5,3,1,3,1,2,7647,55377,0,0,2849974,2850435,2850204,hycA,,1
b2726,hypA,7,8,6,76,85,101,38,32793,35919.5,64,100,2850647,2850997,2850822,hypA,,0
b2727,hypB,24,21,24,4292,4837,4056,2135,29469,82621,178,237,2851001,2851873,2851437,hypB,,0
b2728,hypC,2,4,1,683,701,625,371,7945.5,25939.5,42,48,2851864,2852136,2852000,hypC,,0
b2729,hypD,34,14,19,4222,4369,3775,2610,43961.5,102070,176,212,2852136,2853257,2852696,hypD,,0
b2730,hypE,41,36,49,3085,3129,2736,1921,45298,91809,100,137,2853254,2854264,2853759,hypE,,0
b2731,fhlA,77,40,81,918,879,626,788,92906.5,208529,39,67,2854338,2856416,2855377,fhlA,,0
b2732,ygbA,10,17,15,29,40,40,15,6192.5,39252,4,14,2856453,2856806,2856629,ygbA,,1
b2733,mutS,869,760,717,453,474,367,660,108702,242193,117,162,2857093,2859654,2858373,mutS,,0
b2734,pphB,0,3,0,5,6,2,3,11009,95361,1,5,2859760,2860416,2860088,pphB,,0
b2735,ygbI,112,76,97,93,110,74,57,23830.5,79159,85,128,2860467,2861234,2860850,ygbI,,1
b2736,ygbJ,7,4,1,23,25,12,15,17585,95295.5,7,5,2861430,2862338,2861884,ygbJ,,0
b2737,ygbK,24,9,15,21,23,29,18,17859.5,116505.5,4,10,2862335,2863501,2862918,ygbK,,0
b2738,ygbL,3,4,7,11,11,10,11,12202.5,63838,3,2,2863593,2864231,2863912,ygbL,,0
b2739,ygbM,14,18,20,14,15,8,11,11602,93429.5,4,5,2864236,2865012,2864624,ygbM,,0
b2740,ygbN,5,5,12,13,8,13,8,27740.5,140831,7,15,2865101,2866465,2865783,ygbN,,0
b2741,rpoS,5835,4380,7062,953,1022,756,839,205268,116863.5,1572,2540,2866559,2867551,2867055,rpoS,,1
b2742,nlpD,1605,1244,1829,423,397,266,445,332672,117100,1942,2855,2867614,2868753,2868183,nlpD,,1
b2743,pcm,170,105,125,256,202,177,198,60879,57665.5,89,129,2868893,2869519,2869206,pcm,,1
b2745,truD,447,409,344,424,442,344,428,129373,110042.5,157,241,2870255,2871304,2870779,truD,,1
b2746,ispF,227,232,236,82,86,75,143,40371.5,52663.5,49,72,2871301,2871780,2871540,ispF,,1
b2747,ispD,526,417,439,180,139,116,268,33856,65020.5,62,97,2871780,2872490,2872135,ispD,,1
b2748,ftsB,92,101,92,145,121,90,210,62202.5,34204.5,73,82,2872509,2872820,2872664,ftsB,,1
b2749,ygbE,36,37,24,13,6,6,22,23025.5,49254,9,13,2873014,2873337,2873175,ygbE,,1
b2750,cysC,1180,1210,716,7,3,5,2,7566,63887.5,4,12,2873387,2873992,2873689,cysC,,1
b2751,cysN,8302,7241,4537,39,59,38,35,21817,130380,22,31,2873992,2875419,2874705,cysN,,1
b2752,cysD,7180,6135,4005,16,13,9,5,13855.5,98874.5,0,2,2875421,2876329,2875875,cysD,,1
b2753,iap,60,77,45,60,63,38,69,99601.5,130489,11,20,2876581,2877618,2877099,iap,,0
b2754,ygbF,20,8,16,14,9,9,11,13689,37786,2,3,2878569,2878853,2878711,ygbF,,1
b2755,ygbT,90,74,69,13,16,12,26,25025.5,108892,17,10,2878855,2879772,2879313,ygbT,,1
b2756,casE,7,2,4,8,11,7,9,25857,99346.5,6,12,2879788,2880387,2880087,casE,,1
b2757,casD,27,15,19,4,13,3,8,17462.5,88974,7,8,2880374,2881048,2880711,casD,,1
b2758,casC,56,21,41,14,22,12,14,26068.5,167921.5,10,14,2881051,2882142,2881596,casC,,1
b2759,casB,10,9,4,2,3,1,2,10461,72854.5,0,0,2882155,2882637,2882396,casB,,1
b2760,casA,7,9,21,2,3,3,6,26589,214549.5,8,7,2882630,2884138,2883384,casA,,1
b2761,ygcB,44,20,32,137,145,98,105,57790,380167.5,29,42,2884553,2887219,2885886,ygcB,,1
b2762,cysH,6177,6509,2870,14,17,12,17,13695.5,87228,3,12,2887578,2888312,2887945,cysH,,1
b2763,cysI,9481,9607,4572,29,33,25,29,30818.5,153301,6,33,2888387,2890099,2889243,cysI,,1
b2764,cysJ,9819,8366,5193,42,45,31,48,23957.5,176582.5,16,20,2890099,2891898,2890998,cysJ,,1
b2765,queD,175,177,133,115,65,58,133,30958,55560,6,11,2892214,2892579,2892396,queD,,0
b2766,ygcN,11,11,2,991,928,694,519,36571.5,118966.5,91,106,2892657,2893928,2893292,ygcN,,0
b2767,ygcO,3,0,5,86,95,83,66,4979,26503,5,11,2893919,2894179,2894049,ygcO,,0
b2768,ygcP,1,6,9,254,261,183,171,19301,71814.5,14,28,2894196,2894771,2894483,ygcP,,0
b2769,ygcQ,17,7,14,9,9,6,7,26155,75015,8,3,2894919,2895779,2895349,ygcQ,,1
b2770,ygcR,8,6,2,7,1,0,4,24182,65506.5,2,5,2895776,2896555,2896165,ygcR,,1
b2771,ygcS,3,5,3,2,2,1,0,25793.5,123547,3,3,2896533,2897870,2897201,ygcS,,1
b2774,ygcW,0,0,0,3,1,4,0,11727.5,117344,0,1,2899488,2900273,2899880,ygcW,,1
b2775,yqcE,2,1,4,9,2,8,6,18597,133412,5,5,2900592,2901869,2901230,yqcE,,0
b2776,ygcE,21,15,18,31,22,21,23,23379,166334,7,15,2901896,2903374,2902635,ygcE,,0
b2777,queE,48,32,39,57,54,37,58,47409.5,66858.5,105,162,2904747,2905418,2905082,queE,,1
b2778,ygcG,5,1,0,2,0,1,6,18142.5,115751.5,1,1,2905711,2906583,2906147,ygcG,,0
b2779,eno,36022,30519,30487,13919,15737,11970,14395,1421579.5,172069,925,1629,2906643,2907941,2907292,eno,,1
b2780,pyrG,4137,4072,3354,2323,2131,1617,3471,666584.5,185687,586,949,2908029,2909666,2908847,pyrG,,1
b2781,mazG,155,158,186,223,247,175,270,104428.5,104201,75,152,2909894,2910685,2910289,mazG,,1
b2782,mazF,18,19,24,80,73,57,63,32741,49814,37,65,2910756,2911091,2910923,mazF,,1
b2783,mazE,39,46,47,83,78,47,65,24150.5,33730,28,47,2911091,2911339,2911215,mazE,,1
b2784,relA,691,658,647,1148,1124,802,942,125379.5,238153,495,657,2911417,2913651,2912534,relA,,1
b2785,rlmD,420,410,378,206,244,158,188,70540,143657.5,181,212,2913699,2915000,2914349,rlmD,,1
b2786,barA,359,375,353,437,389,341,398,113154.5,339221.5,78,160,2915057,2917813,2916435,barA,,0
b2787,gudD,79,74,66,479,613,465,333,29269,124975.5,44,54,2918045,2919385,2918715,gudD,,1
b2788,gudX,26,22,31,316,294,228,208,16968.5,131917,25,27,2919406,2920746,2920076,gudX,,1
b2789,gudP,18,5,10,442,435,365,207,40744.5,143243.5,15,7,2920748,2922100,2921424,gudP,,1
b2790,yqcA,218,161,201,804,879,735,411,54970,49962.5,60,87,2922535,2922984,2922759,yqcA,,1
b2791,truC,108,145,122,103,102,90,160,36817.5,69475,16,28,2923002,2923784,2923393,truC,,1
b2792,yqcC,41,43,51,35,35,19,30,24692,36526,6,13,2923784,2924113,2923948,yqcC,,1
b2793,syd,195,140,176,140,142,113,154,74915.5,83611.5,46,82,2924735,2925280,2925007,syd,,1
b2794,queF,387,285,274,227,243,169,253,91330,120010,55,93,2925348,2926196,2925772,queF,,0
b2795,ygdH,708,564,770,9310,10017,7870,5411,211410.5,165921,591,843,2926308,2927672,2926990,ygdH,,0
b2796,sdaC,770,629,601,1293,1227,911,2084,456360,161902.5,107,152,2928229,2929518,2928873,sdaC,,0
b2797,sdaB,288,264,202,377,361,286,813,218284.5,145681,42,79,2929576,2930943,2930259,sdaB,,0
b2798,ygdG,25,30,26,117,97,93,77,55084,76187.5,49,58,2931055,2931810,2931432,ygdG,,0
b2799,fucO,57,49,56,489,550,464,293,45316,113768.5,203,298,2931865,2933013,2932439,fucO,,1
b2800,fucA,8,9,10,62,86,58,59,23382.5,94026.5,14,32,2933041,2933688,2933364,fucA,,1
b2801,fucP,4,5,5,244,201,173,113,19924.5,167814,29,41,2934235,2935551,2934893,fucP,,0
b2802,fucI,18,16,16,1299,1483,1232,972,29690.5,159809,53,57,2935584,2937359,2936471,fucI,,0
b2803,fucK,98,63,105,417,514,386,297,38875,161882,29,36,2937468,2938886,2938177,fucK,,0
b2804,fucU,204,201,249,115,122,86,97,11052,48923.5,22,33,2938888,2939310,2939099,fucU,,0
b2805,fucR,503,411,429,336,404,283,179,36490.5,101801,107,131,2939368,2940099,2939733,fucR,,0
b2806,rlmM,579,488,553,172,163,115,230,80063.5,118948,57,60,2940143,2941243,2940693,rlmM,,1
b2807,ygdD,128,64,90,46,37,30,66,26718,38361.5,15,16,2941236,2941631,2941433,ygdD,,1
b2808,gcvA,116,101,107,36,46,45,53,63848,120594,37,46,2941650,2942567,2942108,gcvA,,1
b2809,ygdI,35,26,20,20,24,22,22,247424,34193,72,59,2942918,2943145,2943031,ygdI,,1
b2810,csdA,134,103,100,344,323,272,267,103216.5,106264,113,154,2943337,2944542,2943939,csdA,,0
b2811,csdE,89,66,49,144,135,108,124,62163,50181,54,71,2944542,2944985,2944763,csdE,,0
b2813,mltA,194,168,201,217,216,196,330,50979.5,104730.5,71,72,2946081,2947178,2946629,mltA,,1
b2817,amiC,196,212,150,252,200,142,313,109045.5,147857,63,86,2947757,2949010,2948383,amiC,,1
b2818,argA,4262,5198,3194,54,61,53,44,27824,150296.5,21,21,2949242,2950573,2949907,argA,,0
b2819,recD,242,186,135,212,224,161,188,47663,191452,61,79,2950635,2952461,2951548,recD,,1
b2820,recB,443,452,405,636,602,539,595,105044,385825,144,210,2952461,2956003,2954232,recB,,1
b2821,ptrA,336,344,317,347,321,254,336,111019.5,358346.5,85,142,2955996,2958884,2957440,ptrA,,1
b2822,recC,519,370,444,471,510,405,467,101761.5,362510.5,119,210,2959060,2962428,2960744,recC,,1
b2823,ppdC,17,5,9,12,7,12,4,7318,34810.5,8,8,2962441,2962764,2962602,ppdC,,1
b2824,ygdB,0,3,2,8,14,14,16,10674,45808,5,10,2962749,2963156,2962952,ygdB,,1
b2825,ppdB,26,13,12,14,15,16,8,19478.5,67927.5,9,11,2963153,2963716,2963434,ppdB,,1
b2826,ppdA,0,1,0,9,8,10,5,10209.5,42111,8,5,2963707,2964177,2963942,ppdA,,1
b2827,thyA,368,273,306,457,421,351,544,84528,85099.5,93,173,2964361,2965155,2964758,thyA,,1
b2828,lgt,1637,1204,1610,524,490,328,650,57450,77560.5,97,125,2965162,2966037,2965599,lgt,,1
b2829,ptsP,1001,978,903,1751,1616,1285,1536,138946,226179.5,618,945,2966188,2968434,2967311,ptsP,,1
b2830,rppH,215,199,224,718,778,592,548,205946.5,69481.5,326,559,2968447,2968977,2968712,rppH,,1
b2831,mutH,56,41,41,62,42,40,49,21574,78196.5,35,42,2969662,2970351,2970006,mutH,,0
b2832,ygdQ,192,97,195,180,132,82,209,65738,84717.5,21,44,2970420,2971133,2970776,ygdQ,,0
b2833,ygdR,25,12,27,78,86,83,34,21953.5,33460.5,100,86,2971271,2971489,2971380,ygdR,,0
b2834,tas,657,543,873,754,770,639,514,58713.5,94398.5,147,180,2971597,2972637,2972117,tas,,0
b2835,lplT,49,32,52,79,108,61,89,43640.5,113179.5,66,94,2972669,2973862,2973265,lplT,,1
b2836,aas,263,194,264,323,320,240,309,92901.5,238836.5,106,146,2973855,2976014,2974934,aas,,1
b2837,galR,251,259,236,310,334,212,182,53513,113002,128,214,2976599,2977630,2977114,galR,,0
b2838,lysA,702,579,589,36,28,22,22,79814.5,114203,23,33,2977637,2978899,2978268,lysA,,1
b2839,lysR,44,30,40,57,72,39,44,24921.5,96430,16,33,2979021,2979956,2979488,lysR,,0
b2840,ygeA,338,308,376,74,88,69,52,21851.5,66027.5,19,34,2979943,2980635,2980289,ygeA,,1
b2841,araE,157,151,137,56,51,45,36,49080,173070,33,41,2980764,2982182,2981473,araE,,1
b2842,kduD,43,34,57,29,37,36,29,35861.5,76919.5,7,15,2982497,2983258,2982877,kduD,,1
b2843,kduI,11,14,17,25,23,13,26,29109,101181,9,10,2983288,2984124,2983706,kduI,,1
b2844,yqeF,420,462,344,236,210,151,214,73202.5,102340,135,169,2984411,2985592,2985001,yqeF,,1
b2845,yqeG,9,12,12,123,127,60,272,115900,179757,25,45,2985847,2987076,2986461,yqeG,,0
b2846,yqeH,1,5,3,2,5,4,2,10273,80129.5,8,5,2987536,2988168,2987852,yqeH,,0
b2847,yqeI,2,1,0,42,30,21,25,16552,104417,6,12,2988502,2989311,2988906,yqeI,,0
b2848,yqeJ,3,0,2,7,2,5,4,10250,64290.5,1,2,2989304,2989786,2989545,yqeJ,,0
b2849,yqeK,0,3,0,4,0,0,0,2839.5,53507,1,1,2989935,2990360,2990147,yqeK,,1
b2851,ygeG,0,0,0,1,0,0,1,2462,53195.5,1,1,2991268,2991759,2991513,ygeG,,0
b2852,ygeH,0,5,1,3,1,1,0,15934.5,176957.5,1,4,2992094,2993470,2992782,ygeH,,0
b2853,ygeI,0,0,0,0,1,0,0,2353,24952,0,3,2993638,2993856,2993747,ygeI,,0
b2865,ygeR,72,45,42,255,253,184,163,55061,90847,131,211,2999136,2999891,2999513,ygeR,,1
b2866,xdhA,19,14,34,285,340,270,177,37727,224164,1165,1537,3000345,3002603,3001474,xdhA,,0
b2867,xdhB,10,12,20,58,80,63,52,13629,75113,273,434,3002614,3003492,3003053,xdhB,,0
b2868,xdhC,0,5,5,40,34,31,27,11603.5,45139,126,215,3003489,3003968,3003728,xdhC,,0
b2869,ygeV,19,10,20,2610,2613,1954,1210,86973,232317.5,830,1297,3004008,3005786,3004897,ygeV,,1
b2870,ygeW,0,3,5,213,255,226,155,33545.5,151671.5,2329,3758,3006262,3007452,3006857,ygeW,,0
b2871,ygeX,7,3,2,175,206,155,99,21127,119302,1994,2694,3007510,3008706,3008108,ygeX,,0
b2872,ygeY,49,29,32,133,169,157,102,26063,137156,1120,1806,3008764,3009975,3009369,ygeY,,0
b2873,hyuA,10,12,13,55,61,42,29,17742,137089,581,851,3010028,3011413,3010720,hyuA,,0
b2874,yqeA,20,11,14,64,51,54,34,24704,131986,239,455,3011461,3012393,3011927,yqeA,,0
b2875,yqeB,60,43,51,1476,1442,1143,717,68047.5,167192.5,1058,1564,3012614,3014239,3013426,yqeB,,1
b2876,yqeC,3,2,10,916,871,681,403,21837,99718.5,274,374,3014287,3015057,3014672,yqeC,,1
b2877,mocA,7,2,6,353,349,233,148,28640,86539.5,84,134,3015160,3015738,3015449,mocA,,0
b2878,ygfK,16,11,8,1107,1197,952,681,57442,341124.5,3403,4964,3016060,3019158,3017609,ygfK,,0
b2879,ssnA,5,4,2,214,240,185,163,18709.5,129331,1188,1746,3019161,3020489,3019825,ssnA,,0
b2880,ygfM,18,11,14,129,110,125,89,12128.5,70319,615,921,3020540,3021319,3020929,ygfM,,0
b2881,xdhD,59,48,52,264,356,264,271,46552,276530,1594,2827,3021316,3024186,3022751,xdhD,,0
b2882,xanQ,5,9,4,19,16,12,20,33658,194187.5,56,136,3024351,3025751,3025051,xanQ,,0
b2883,guaD,130,88,77,54,39,40,30,25920.5,183650,45,127,3025766,3027085,3026425,guaD,,0
b2886,ygfS,9,6,13,8,9,6,2,6579.5,46249,71,104,3028524,3029012,3028768,ygfS,,1
b2887,ygfT,25,33,23,39,50,42,27,35936.5,192785,498,672,3029012,3030931,3029971,ygfT,,1
b2888,uacT,0,4,2,63,49,38,32,29368,195692,180,263,3031367,3032815,3032091,uacT,,0
b2889,idi,26,33,38,92,83,56,58,20538,57494.5,37,44,3033065,3033613,3033339,idi,,0
b2890,lysS,3191,2813,2675,1318,1466,1176,2400,379472,170732.5,280,529,3033657,3035174,3034415,lysS,,1
b2891,prfB,2357,2505,1996,1258,1253,882,2058,335287,110413,217,371,3035184,3036282,3035733,prfB,,1
b2892,recJ,464,475,425,742,700,609,809,117781.5,161609,149,184,3036373,3038106,3037239,recJ,,1
b2893,dsbC,264,202,228,356,354,278,385,143255,91420,81,146,3038112,3038822,3038467,dsbC,,1
b2894,xerD,144,150,136,369,303,275,290,166910,97130,77,115,3038847,3039743,3039295,xerD,,1
b2895,fldB,279,346,292,385,312,261,343,61822.5,73116.5,106,181,3039855,3040376,3040115,fldB,,0
b2896,cptA,142,97,98,327,278,225,252,70165.5,44081.5,111,172,3040416,3040823,3040619,cptA,,1
b2898,ygfZ,2864,2135,2653,1527,1591,1331,1251,98083.5,97157.5,276,332,3041313,3042293,3041803,ygfZ,,0
b2899,yqfA,246,206,257,911,905,774,315,57913.5,69995,322,479,3042489,3043148,3042818,yqfA,,1
b2900,yqfB,251,137,169,93,109,68,79,44659.5,45638.5,25,27,3043312,3043623,3043467,yqfB,,1
b2901,bglA,406,501,511,730,822,584,623,74756.5,165087.5,174,270,3043662,3045101,3044381,bglA,,0
b2902,ygfF,48,68,58,69,65,57,71,42381.5,75487.5,37,83,3045158,3045901,3045529,ygfF,,1
b2903,gcvP,4535,4010,3886,3517,4086,3037,2962,189932,266242,1904,2761,3046168,3049041,3047604,gcvP,,1
b2904,gcvH,1284,1198,1016,1797,2130,1583,1318,122776.5,45115.5,540,769,3049160,3049549,3049354,gcvH,,1
b2905,gcvT,1721,1545,1636,4161,4419,3511,3060,122561,112877.5,938,1466,3049573,3050667,3050120,gcvT,,1
b2907,ubiH,687,496,594,1143,1154,941,952,64498,112657,398,551,3052340,3053518,3052929,ubiH,,1
b2908,pepP,1035,749,905,2033,2174,1652,1532,150818,131665.5,585,927,3053515,3054840,3054177,pepP,,1
b2909,ygfB,1790,856,1452,900,920,748,806,121128,67510,294,387,3054866,3055444,3055155,ygfB,,1
b2910,zapA,1528,1439,1630,814,676,570,517,76697,48653.5,666,702,3055612,3055941,3055776,zapA,,0
b2912,fau,366,382,317,141,109,77,117,86797,70566.5,111,99,3056241,3056789,3056515,fau,,0
b2913,serA,18947,18179,18377,308,314,220,262,70679.5,136183.5,226,297,3057178,3058410,3057794,serA,,1
b2914,rpiA,3236,3287,2867,1070,1136,941,821,54076,71686.5,124,203,3058666,3059325,3058995,rpiA,,1
b2916,argP,191,199,219,275,282,263,159,42850.5,105528.5,72,102,3059753,3060646,3060199,argP,,0
b2917,scpA,14,6,12,30,27,19,23,31013,222998,17,32,3060850,3062994,3061922,scpA,,0
b2918,argK,17,6,2,8,6,8,8,18166.5,108344.5,7,9,3062987,3063982,3063484,argK,,0
b2919,scpB,6,12,8,10,12,11,10,13869,90013,2,3,3063993,3064778,3064385,scpB,,0
b2920,scpC,15,1,13,27,19,19,11,19541,143978.5,10,14,3064802,3066280,3065541,scpC,,0
b2921,ygfI,31,13,24,29,36,24,22,63801.5,141407.5,7,12,3066277,3067173,3066725,ygfI,,1
b2922,yggE,246,131,239,509,503,405,344,79094.5,81362.5,144,211,3067340,3068080,3067710,yggE,,1
b2923,argO,100,60,81,93,86,71,47,60444,73278,54,68,3068173,3068808,3068490,argO,,1
b2924,mscS,1621,858,1665,408,418,357,607,50109.5,104760.5,78,151,3068947,3069807,3069377,mscS,,1
b2925,fbaA,26544,23137,22395,9781,10694,7851,8805,591084.5,136280,749,1313,3070165,3071244,3070704,fbaA,,1
b2926,pgk,12521,12256,10408,6131,6565,4721,5771,892927.5,147832.5,1001,1740,3071459,3072622,3072040,pgk,,1
b2927,epd,2572,2807,2539,1436,1161,888,1002,204669.5,103832.5,378,538,3072672,3073691,3073181,epd,,1
b2928,yggC,107,80,107,136,121,85,118,33919.5,95056.5,35,66,3073976,3074689,3074332,yggC,,1
b2929,yggD,44,35,50,112,102,90,88,33450.5,78864.5,39,75,3074686,3075195,3074940,yggD,,1
b2930,yggF,23,28,30,2,2,2,4,20914.5,87055,4,11,3075217,3076182,3075699,yggF,,1
b2933,cmtA,5,14,8,5,4,6,1,31831,167332.5,2,5,3077471,3078859,3078165,cmtA,,1
b2934,cmtB,0,2,0,3,1,2,1,6237.5,62493.5,3,1,3078887,3079330,3079108,cmtB,,1
b2935,tktA,4081,4235,3681,4025,4200,3405,4339,272768.5,185459,857,1220,3079644,3081635,3080639,tktA,,1
b2936,loiP,135,136,133,610,684,572,328,64624.5,96301.5,190,277,3081913,3082671,3082292,loiP,,0
b2937,speB,2017,1782,1972,659,672,552,708,109040.5,88753,139,222,3082877,3083797,3083337,speB,,1
b2938,speA,8358,6767,8598,1584,1843,1365,2425,567972,199112,546,785,3083935,3085911,3084923,speA,,1
b2939,yqgB,25,15,32,64,63,32,130,47491.5,21566.5,5,16,3085920,3086051,3085985,yqgB,,1
b2940,yqgC,1,0,2,197,167,111,218,58531,35542.5,29,65,3086187,3086402,3086294,yqgC,,0
b2942,metK,13299,10560,12059,374,345,282,951,99546.5,122824.5,242,439,3086706,3087860,3087283,metK,,0
b2943,galP,772,614,756,53,50,43,39,100269,146219,9,11,3088284,3089678,3088981,galP,,0
b2944,yggI,5,5,9,23,19,16,17,30719.5,51743.5,2,10,3089755,3090252,3090003,yggI,,0
b2945,endA,19,13,11,38,37,28,25,15956,66086.5,7,9,3090347,3091054,3090700,endA,,0
b2946,rsmE,641,483,534,219,185,148,162,61127.5,77146,68,89,3091134,3091865,3091499,rsmE,,0
b2947,gshB,572,445,485,593,590,435,497,93948.5,127421,179,260,3091878,3092828,3092353,gshB,,0
b2948,yqgE,463,374,417,321,281,203,339,76577,82646.5,105,140,3092937,3093500,3093218,yqgE,,0
b2949,yqgF,330,301,344,151,118,83,177,27641.5,51232,42,72,3093500,3093916,3093708,yqgF,,0
b2950,yggR,7,12,14,8,11,8,10,18823,101661,10,6,3094100,3095080,3094590,yggR,,1
b2951,yggS,688,642,667,195,190,126,209,33708.5,79094.5,38,54,3095098,3095802,3095450,yggS,,0
b2952,yggT,183,209,152,140,125,96,173,36703,68275.5,24,50,3095820,3096386,3096103,yggT,,0
b2953,yggU,37,35,17,49,58,46,78,16684.5,34585,11,14,3096383,3096673,3096528,yggU,,0
b2954,rdgB,362,326,293,175,167,116,261,28933.5,66710,32,37,3096681,3097274,3096977,rdgB,,0
b2955,yggW,275,261,274,209,197,128,304,68823,128671,33,58,3097267,3098403,3097835,yggW,,0
b2956,yggM,5,5,7,107,60,54,73,49585,159944,44,38,3098558,3099565,3099061,yggM,,1
b2957,ansB,28,6,17,24616,29235,23280,14613,1094948,131043.5,3068,4004,3099682,3100728,3100205,ansB,,1
b2958,yggN,153,89,128,74,68,41,71,86849.5,101779.5,25,78,3100904,3101623,3101263,yggN,,1
b2959,yggL,808,672,777,331,334,253,290,246418.5,54490,65,168,3101807,3102133,3101970,yggL,,1
b2960,trmI,1668,1409,1519,201,199,133,304,245581,83896,70,84,3102133,3102852,3102492,trmI,,1
b2961,mutY,305,225,271,235,201,153,328,106480,106086,42,68,3103013,3104065,3103539,mutY,,0
b2962,yggX,156,142,132,91,103,82,90,140802.5,44545.5,12,26,3104093,3104368,3104230,yggX,,0
b2963,mltC,149,163,194,97,98,78,141,68314,120930.5,21,46,3104433,3105512,3104972,mltC,,0
b2964,nupG,299,266,429,553,573,459,303,119622.5,172935.5,38,51,3105714,3106970,3106342,nupG,,0
b2965,speC,1233,1097,1257,164,154,132,263,96332,239426.5,47,87,3107020,3109155,3108087,speC,,1
b2966,yqgA,8,8,6,305,335,292,150,18865.5,87132.5,28,50,3109553,3110260,3109906,yqgA,,0
b2968,yghD,23,12,20,4,1,2,6,43283,53868,7,4,3110590,3111126,3110858,yghD,,1
b2971,yghG,1,2,6,1,1,0,1,8791,61568,0,1,3113067,3113477,3113272,yghG,,1
b2972,pppA,8,10,11,15,5,5,4,22469.5,82563.5,8,11,3113543,3114352,3113947,pppA,,1
b2975,glcA,88,68,82,10,2,1,6,31481.5,199377,73,111,3119597,3121279,3120438,glcA,,1
b2976,glcB,457,332,524,423,459,383,331,63769,252921.5,1996,2866,3121634,3123805,3122719,glcB,,1
b2977,glcG,121,98,136,95,76,65,72,29763,46569.5,372,688,3123827,3124231,3124029,glcG,,1
b2979,glcD,40,21,36,5,5,4,3,18849.5,158379,1434,2069,3126522,3128021,3127271,glcD,,1
b2980,glcC,55,36,44,67,86,65,83,24459.5,92409.5,38,64,3128272,3129036,3128654,glcC,,0
b2983,yghQ,3,3,2,16,10,6,12,35207.5,107594.5,9,12,3131341,3132408,3131874,yghQ,,1
b2984,yghR,0,0,3,3,3,4,0,12808.5,83307,3,2,3132454,3133212,3132833,yghR,,1
b2985,yghS,4,1,2,4,0,0,3,11891.5,89282.5,1,0,3133244,3133957,3133600,yghS,,1
b2986,yghT,2,1,0,2,1,1,2,13270.5,101939.5,1,0,3134131,3134823,3134477,yghT,,0
b2987,pitB,25,15,15,5,6,5,7,29858,157748.5,5,5,3134872,3136371,3135621,pitB,,1
b2988,gss,670,524,660,554,554,447,443,121045,200725,131,205,3136663,3138522,3137592,gss,,1
b2989,yghU,384,275,393,432,436,397,268,38880.5,85033.5,79,131,3138727,3139593,3139160,yghU,,0
b2990,hybG,11,9,11,74,70,63,55,26869,25980.5,55,58,3139716,3139964,3139840,hybG,,1
b2991,hybF,14,4,11,118,104,101,97,56121,31291,54,79,3139977,3140318,3140147,hybF,,1
b2992,hybE,49,57,62,429,348,264,285,68837.5,50848,147,216,3140311,3140799,3140555,hybE,,1
b2993,hybD,29,19,26,850,880,646,618,145041,50131.5,236,321,3140792,3141286,3141039,hybD,,1
b2994,hybC,129,120,96,2255,2170,1722,1823,426828,197603,792,1257,3141286,3142989,3142137,hybC,,1
b2995,hybB,36,60,46,2273,2327,1915,1350,184343,119314.5,413,527,3142986,3144164,3143575,hybB,,1
b2996,hybA,22,10,12,2947,3198,2565,1680,173549.5,106236,620,870,3144154,3145140,3144647,hybA,,1
b2997,hybO,42,50,36,4308,4690,3849,2189,371281,108380,1030,1365,3145143,3146261,3145702,hybO,,1
b2998,yghW,6,8,2,2,6,3,5,6364.5,46950.5,0,2,3146450,3146737,3146593,yghW,,1
b3001,gpr,83,70,118,2104,2575,2094,1213,62007,133142,237,383,3147897,3148937,3148417,gpr,,0
b3002,yqhA,1500,1557,1603,270,235,182,248,195641,78428.5,61,99,3148977,3149471,3149224,yqhA,,1
b3003,yghA,67,31,70,61,49,44,23,15621.5,90319.5,27,47,3149662,3150546,3150104,yghA,,0
b3005,exbD,1138,858,853,208,176,115,232,24870.5,57270.5,29,24,3150818,3151243,3151030,exbD,,1
