Locus_tag,GSE73673_6,GSE73673_7,GSE73673_8,gene_id,GSE85914,gbk_locus_tag,gbk_start,gbk_end,gbk_midpoint,gbk_gene_id,gbk_old_locus_tag,gbk_strand
b2493,1,0,1,yfgO,21,BW25113_RS13005,2608179,2609240,2608709,,BW25113_2493,1
b2494,30,10,16,bepA,244,BW25113_RS13010,2609453,2610916,2610184,,BW25113_2494,0
b2495,6,0,1,yfgD,63,BW25113_RS13015,2610937,2611296,2611116,,BW25113_2495,0
b2496,68,27,34,hda,25,BW25113_RS13020,2611434,2612180,2611807,,BW25113_2496,1
b2497,117,70,61,uraA,14,BW25113_RS13025,2612230,2613519,2612874,,BW25113_2497,1
b2498,27,8,13,upp,399,BW25113_RS13030,2613605,2614231,2613918,,BW25113_2498,1
b2499,12,3,9,purM,89,BW25113_RS13035,2614556,2615593,2615074,,BW25113_2499,0
b2500,43,21,27,purN,36,BW25113_RS13040,2615593,2616231,2615912,,BW25113_2500,0
b2501,86,52,50,ppk,375,BW25113_RS13045,2616403,2618469,2617436,,BW25113_2501,0
b2502,117,74,53,ppx,230,BW25113_RS13050,2618474,2620015,2619244,,BW25113_2502,0
b2503,119,56,74,yfgF,4,BW25113_RS13055,2620054,2622297,2621175,,BW25113_2503,1
b2504,0,1,0,yfgG,652,BW25113_RS13065,2622649,2622840,2622744,,BW25113_2504,0
b2505,2,0,0,yfgH,6,BW25113_RS13070,2623151,2623669,2623410,,BW25113_2505,0
b2506,1,0,0,yfgI,5,BW25113_RS13075,2623685,2624224,2623954,,BW25113_2506,0
b2507,25,16,15,guaA,892,BW25113_RS13080,2624317,2625894,2625105,,BW25113_2507,1
b2508,252,186,169,guaB,174,BW25113_RS13085,2625963,2627429,2626696,,BW25113_2508,1
b2509,245,155,162,xseA,178,BW25113_RS13090,2627591,2628961,2628276,,BW25113_2509,0
b2510,21,31,22,yfgJ,30,BW25113_RS13095,2628958,2629173,2629065,,BW25113_2510,1
b2511,105,39,39,der,120,BW25113_RS13100,2629243,2630715,2629979,,BW25113_2511,1
b2512,68,49,41,bamB,112,BW25113_RS13105,2630833,2632011,2631422,,BW25113_2512,1
b2513,50,31,31,yfgM,136,BW25113_RS13110,2632022,2632642,2632332,,BW25113_2513,1
b2514,133,67,87,hisS,110,BW25113_RS13115,2632660,2633934,2633297,,BW25113_2514,1
b2515,169,90,90,ispG,56,BW25113_RS13120,2634045,2635163,2634604,,BW25113_2515,1
b2516,209,83,99,rodZ,606,BW25113_RS13125,2635190,2636203,2635696,,BW25113_2516,1
b2517,185,94,127,rlmN,66,BW25113_RS13130,2636488,2637642,2637065,,BW25113_2517,1
b2518,52,17,26,ndk,162,BW25113_RS13135,2637792,2638223,2638007,,BW25113_2518,1
b2519,60,23,31,pbpC,10,BW25113_RS13140,2638372,2640684,2639528,,BW25113_2519,1
b2520,123,67,62,yfhM,89,BW25113_RS13145,2640685,2645646,2643165,,BW25113_2520,1
b2521,39,20,17,sseA,68,BW25113_RS13150,2645853,2646698,2646275,,BW25113_2521,0
b2522,58,34,35,sseB,52,BW25113_RS13155,2647516,2648292,2647904,,BW25113_2522,1
b2523,65,26,38,pepB,33,BW25113_RS13160,2648434,2649717,2649075,,BW25113_2523,1
b2524,8,4,5,iscX,73,BW25113_RS13165,2649895,2650095,2649995,,BW25113_2524,1
b2525,7,6,5,fdx,81,BW25113_RS13170,2650107,2650442,2650274,,BW25113_2525,1
b2526,126,45,48,hscA,46,BW25113_RS13175,2650444,2652294,2651369,,BW25113_2526,1
b2527,20,14,20,hscB,53,BW25113_RS13180,2652311,2652826,2652568,hscB,BW25113_2527,1
b2528,11,3,7,iscA,107,BW25113_RS13185,2652922,2653245,2653083,,BW25113_2528,1
b2529,9,6,7,iscU,758,BW25113_RS13190,2653262,2653648,2653455,,BW25113_2529,1
b2530,117,40,54,iscS,227,BW25113_RS13195,2653676,2654890,2654283,,BW25113_2530,1
b2531,220,112,135,iscR,387,BW25113_RS13200,2655002,2655490,2655246,,BW25113_2531,1
b2532,197,88,98,trmJ,72,BW25113_RS13205,2655942,2656682,2656312,,BW25113_2532,1
b2533,201,89,98,suhB,25,BW25113_RS13210,2656801,2657604,2657202,,BW25113_2533,0
b2534,63,42,27,yfhR,1,BW25113_RS13215,2657749,2658603,2658176,,BW25113_2534,0
b2535,30,17,19,csiE,97,BW25113_RS13220,2658794,2660074,2659434,,BW25113_2535,0
b2536,9,6,3,hcaT,4,BW25113_RS13225,2660066,2661205,2660635,,BW25113_2536,1
b2537,23,4,8,hcaR,27,BW25113_RS13230,2661365,2662255,2661810,,BW25113_2537,1
b2538,5,1,6,hcaE,17,BW25113_RS13235,2662391,2663752,2663071,,BW25113_2538,0
b2539,0,5,1,hcaF,15,BW25113_RS13240,2663749,2664267,2664008,,BW25113_2539,0
b2540,0,0,0,hcaC,2,BW25113_RS13245,2664267,2664587,2664427,,BW25113_2540,0
b2541,12,15,7,hcaB,7,BW25113_RS13250,2664584,2665396,2664990,,BW25113_2541,0
b2542,9,7,9,hcaD,8,BW25113_RS13255,2665406,2666608,2666007,,BW25113_2542,0
b2543,6,0,1,yphA,153,BW25113_RS13260,2666705,2667127,2666916,,BW25113_2543,0
b2544,7,8,4,yphB,4,BW25113_RS13265,2667175,2668047,2667611,,BW25113_2544,1
b2545,18,15,8,yphC,4,BW25113_RS13270,2668059,2669120,2668589,,BW25113_2545,1
b2546,11,6,7,yphD,2,BW25113_RS13275,2669186,2670184,2669685,,BW25113_2546,1
b2547,9,2,3,yphE,1,BW25113_RS13280,2670209,2671720,2670964,,BW25113_2547,1
b2548,5,0,2,yphF,0,BW25113_RS13285,2671743,2672726,2672234,,BW25113_2548,1
b2549,16,4,3,yphG,0,BW25113_RS13290,2672823,2676104,2674463,,BW25113_2549,1
b2550,7,0,3,yphH,16,BW25113_RS13295,2676222,2677415,2676818,,BW25113_2550,0
b2551,8,3,0,glyA,909,BW25113_RS13300,2677613,2678866,2678239,,BW25113_2551,1
b2552,569,325,362,hmp,15,BW25113_RS13305,2679194,2680384,2679789,,BW25113_2552,0
b2553,212,110,109,glnB,60,BW25113_RS13310,2680429,2680767,2680598,,BW25113_2553,1
b2554,47,24,21,glrR,55,BW25113_RS13315,2680828,2682162,2681495,,BW25113_2554,1
b2555,43,23,24,yfhG,83,BW25113_RS13320,2682152,2682865,2682508,,BW25113_2555,1
b2556,29,17,15,glrK,12,BW25113_RS13325,2683030,2684457,2683743,,BW25113_2556,1
b2557,587,251,348,purL,99,BW25113_RS13330,2685015,2688902,2686958,,BW25113_2557,1
b2558,47,49,44,mltF,4,BW25113_RS13335,2689160,2690716,2689938,,BW25113_2558,0
b2559,7,4,4,tadA,17,BW25113_RS13340,2690713,2691249,2690981,,BW25113_2559,1
b2560,3,2,2,pgpC,89,BW25113_RS13345,2691274,2691909,2691591,,BW25113_2560,1
b2561,9,6,6,yfhH,7,BW25113_RS13350,2692118,2692966,2692542,,BW25113_2561,0
b2562,11,4,6,yfhL,5,BW25113_RS13355,2693022,2693282,2693152,,BW25113_2562,0
b2563,4,1,0,acpS,12,BW25113_RS13375,2693977,2694357,2694167,acpS,BW25113_2563,1
b2564,2,2,0,pdxJ,360,BW25113_RS13380,2694357,2695088,2694722,,BW25113_2564,1
b2565,24,14,17,recO,453,BW25113_RS13385,2695100,2695828,2695464,,BW25113_2565,1
b2566,82,40,35,era,61,BW25113_RS13390,2695840,2696745,2696292,,BW25113_2566,1
b2567,31,18,24,rnc,143,BW25113_RS13395,2696742,2697422,2697082,,BW25113_2567,1
b2568,112,48,59,lepB,87,BW25113_RS13400,2697694,2698668,2698181,,BW25113_2568,1
b2569,148,88,83,lepA,81,BW25113_RS13405,2698684,2700483,2699583,,BW25113_2569,1
b2570,29,12,22,rseC,77,BW25113_RS13410,2700681,2701160,2700920,,BW25113_2570,1
b2571,70,34,38,rseB,414,BW25113_RS13415,2701157,2702113,2701635,,BW25113_2571,1
b2572,41,35,25,rseA,866,BW25113_RS13420,2702113,2702763,2702438,,BW25113_2572,1
b2573,46,31,29,rpoE,242,BW25113_RS13425,2702796,2703371,2703083,,BW25113_2573,1
b2574,756,429,415,nadB,9,BW25113_RS13435,2703779,2705401,2704590,,BW25113_2574,0
b2575,21,7,14,trmN,23,BW25113_RS13440,2705386,2706123,2705754,,BW25113_2575,1
b2576,50,26,26,srmB,107,BW25113_RS13445,2706255,2707589,2706922,,BW25113_2576,0
b2577,23,6,14,yfiE,4,BW25113_RS13455,2707798,2708679,2708238,,BW25113_2577,1
b2578,22,16,15,eamB,11,BW25113_RS13460,2708782,2709369,2709075,,BW25113_2578,0
b2579,10,8,8,grcA,4372,BW25113_RS13465,2709425,2709808,2709616,,BW25113_2579,1
b2580,5,2,0,ung,69,BW25113_RS13470,2710113,2710802,2710457,,BW25113_2580,0
b2581,2049,1126,1174,yfiF,44,BW25113_RS13475,2710850,2711887,2711368,,BW25113_2581,1
b2582,27,7,8,trxC,232,BW25113_RS13485,2712094,2712513,2712303,,BW25113_2582,0
b2583,39,16,28,yfiP,139,BW25113_RS13490,2712582,2713280,2712931,,BW25113_2583,0
b2584,67,28,33,pka,66,BW25113_RS13495,2713312,2715972,2714642,,BW25113_2584,0
b2585,20,10,13,pssA,290,BW25113_RS13500,2716086,2717441,2716763,pssA,BW25113_2585,0
b2586,8,2,8,yfiM,3,BW25113_RS13505,2717487,2717810,2717648,,BW25113_2586,0
b2587,129,69,79,kgtP,1227,BW25113_RS13510,2717807,2719105,2718456,,BW25113_2587,1
b2592,73926,37160,41769,clpB,153,BW25113_RS13540,2724959,2727532,2726245,,BW25113_2592,1
b2593,253,167,180,yfiH,34,BW25113_RS13545,2727662,2728393,2728027,,BW25113_2593,1
b2594,489,315,310,rluD,96,BW25113_RS13550,2728390,2729370,2728880,,BW25113_2594,1
b2595,50,36,30,bamD,347,BW25113_RS13555,2729505,2730242,2729873,,BW25113_2595,0
b2597,18,10,18,raiA,3842,BW25113_RS13565,2730513,2730854,2730683,,BW25113_2597,0
b2599,262,118,162,pheA,2214,BW25113_RS13570,2731104,2732264,2731684,,BW25113_2599,0
b2600,753,510,542,tyrA,89,BW25113_RS13575,2732307,2733428,2732867,tyrA,BW25113_2600,1
b2601,876,432,481,aroF,472,BW25113_RS13580,2733439,2734509,2733974,,BW25113_2601,1
b2602,1186,358,566,yfiL,193,BW25113_RS13585,2734719,2735084,2734901,,BW25113_2602,0
b2603,1914,553,857,yfiR,119,BW25113_RS13590,2735234,2735752,2735493,,BW25113_2603,0
b2604,4188,1277,2151,yfiN,57,BW25113_RS13595,2735742,2736968,2736355,,BW25113_2604,0
b2605,17,9,10,yfiB,178,BW25113_RS13600,2736984,2737466,2737225,,BW25113_2605,0
b2606,5,2,3,rplS,7,BW25113_RS13605,2737542,2737889,2737715,,BW25113_2606,1
b2607,7,5,7,trmD,212,BW25113_RS13610,2737931,2738698,2738314,,BW25113_2607,1
b2608,12,5,8,rimM,124,BW25113_RS13615,2738729,2739277,2739003,rimM,BW25113_2608,1
b2609,56,34,61,rpsP,408,BW25113_RS13620,2739296,2739544,2739420,,BW25113_2609,1
b2610,2264,1308,1406,ffh,94,BW25113_RS13625,2739793,2741154,2740473,,BW25113_2610,1
b2611,300,203,200,ypjD,94,BW25113_RS13630,2741321,2742112,2741716,,BW25113_2611,0
b2614,30,7,6,grpE,719,BW25113_RS13640,2743474,2744067,2743770,,BW25113_2614,1
b2615,23,13,17,nadK,212,BW25113_RS13650,2744190,2745068,2744629,ppnK,BW25113_2615,0
b2616,293,149,159,recN,39,BW25113_RS13655,2745154,2746815,2745984,,BW25113_2616,0
b2617,12,7,8,bamE,98,BW25113_RS13660,2746964,2747305,2747134,,BW25113_2617,0
b2618,10,1,4,ratB,4,BW25113_RS13665,2747367,2747657,2747512,,BW25113_2618,1
b2619,8,10,7,ratA,4,BW25113_RS13670,2747647,2748123,2747885,,BW25113_2619,1
b2620,9,4,5,smpB,760,BW25113_RS13675,2748255,2748737,2748496,,BW25113_2620,0
b2622,89,44,39,intA,49,BW25113_RS13680,2749518,2750759,2750138,,BW25113_2622,0
b2623,39528,24300,23259,yfjH,10,BW25113_RS13685,2751003,2751959,2751481,,BW25113_2623,1
b2624,9,6,7,alpA,3,BW25113_RS13690,2752003,2752215,2752109,,BW25113_2624,0
b2625,29,15,17,yfjI,7,BW25113_RS13695,2752344,2753753,2753048,,BW25113_2625,0
b2626,0,2,1,yfjJ,0,BW25113_RS13700,2753906,2754532,2754219,,BW25113_2626,0
b2627,15,5,2,yfjK,41,BW25113_RS13705,2754710,2756899,2755804,,BW25113_2627,1
b2628,42,20,22,yfjL,95,BW25113_RS13710,2756896,2758512,2757704,,BW25113_2628,1
b2629,9,4,2,yfjM,3,BW25113_RS13715,2758872,2759135,2759003,,BW25113_2629,1
b2630,50,19,15,rnlA,127,BW25113_RS13720,2759277,2760350,2759813,,BW25113_2630,0
b2631,13,15,3,rnlB,233,BW25113_RS13725,2760343,2760714,2760528,,BW25113_2631,0
b2632,45,31,17,yfjP,3,BW25113_RS13730,2761069,2761932,2761500,,BW25113_2632,0
b2633,108,63,63,yfjQ,3,BW25113_RS13735,2762024,2762845,2762434,,BW25113_2633,0
b2634,7,1,0,yfjR,0,BW25113_RS13740,2763062,2763763,2763412,,BW25113_2634,0
b2635,2,1,1,ypjK,1,BW25113_RS13745,2763804,2764040,2763922,,BW25113_2635,0
b2636,2,1,0,yfjS,4,BW25113_RS13750,2764040,2764483,2764261,,BW25113_2636,0
b2637,3,2,1,yfjT,3,BW25113_RS13755,2764507,2764974,2764740,,BW25113_2637,0
b2642,27,9,16,yfjW,4,BW25113_RS13770,2766677,2768380,2767528,,BW25113_2642,0
b2643,4,4,1,yfjX,0,BW25113_RS13775,2769278,2769736,2769507,,BW25113_2643,0
b2644,8,6,3,yfjY,3,BW25113_RS13780,2769745,2770227,2769986,,BW25113_2644,0
b2645,1,2,1,yfjZ,1,BW25113_RS13785,2770474,2770791,2770632,,BW25113_2645,0
b2646,0,0,0,ypjF,1,BW25113_RS13790,2770812,2771141,2770976,,BW25113_2646,0
b2647,40,18,23,ypjA,19,BW25113_RS23130,2771505,2776085,2773795,,BW25113_2647,1
b2659,4,1,1,csiD,176,BW25113_RS13845,2782344,2783321,2782832,,BW25113_2659,0
b2660,10,1,4,lhgO,189,BW25113_RS13850,2783341,2784609,2783975,,BW25113_2660,0
b2661,16,4,8,gabD,59,BW25113_RS13855,2784632,2786080,2785356,,BW25113_2661,0
b2662,65,39,36,gabT,56,BW25113_RS13860,2786094,2787374,2786734,,BW25113_2662,0
b2663,82,37,43,gabP,38,BW25113_RS13865,2787612,2789012,2788312,,BW25113_2663,0
b2664,30,20,12,csiR,28,BW25113_RS13870,2789033,2789695,2789364,,BW25113_2664,0
b2665,8,2,3,ygaU,528,BW25113_RS13875,2789696,2790145,2789920,,BW25113_2665,1
b2666,3,1,0,yqaE,66,BW25113_RS13880,2790229,2790387,2790308,,BW25113_2666,1
b2667,3,1,0,ygaV,17,BW25113_RS13885,2790570,2790869,2790719,,BW25113_2667,0
b2668,10,10,7,ygaP,15,BW25113_RS13890,2790879,2791403,2791141,,BW25113_2668,0
b2669,280,173,155,stpA,21,BW25113_RS13895,2791450,2791854,2791652,,BW25113_2669,1
b2670,5,3,2,alaE,13,BW25113_RS13900,2792523,2792972,2792747,,BW25113_2670,0
b2671,6,6,10,ygaC,26,BW25113_RS13905,2793009,2793353,2793181,,BW25113_2671,1
b2672,19,7,7,ygaM,2577,BW25113_RS13910,2793505,2793834,2793669,,BW25113_2672,0
b2673,3,0,0,nrdH,4808,BW25113_RS13915,2794082,2794327,2794204,,BW25113_2673,0
b2674,6,0,1,nrdI,353,BW25113_RS13920,2794324,2794734,2794529,nrdI,BW25113_2674,0
b2675,753,362,408,nrdE,770,BW25113_RS13925,2794707,2796851,2795779,,BW25113_2675,0
b2676,304,143,165,nrdF,547,BW25113_RS13930,2796861,2797820,2797340,,BW25113_2676,0
b2677,342,144,193,proV,76,BW25113_RS13935,2798174,2799376,2798775,,BW25113_2677,0
b2678,104,44,65,proW,40,BW25113_RS13940,2799369,2800433,2799901,,BW25113_2678,0
b2679,25,9,14,proX,71,BW25113_RS13945,2800491,2801483,2800987,,BW25113_2679,0
b2682,22,4,6,ygaZ,130,BW25113_RS13955,2802976,2803713,2803344,,BW25113_2682,0
b2683,1,0,1,ygaH,496,BW25113_RS13960,2803703,2804038,2803870,,BW25113_2683,0
b2684,3,0,1,mprA,305,BW25113_RS13965,2804129,2804659,2804394,,BW25113_2684,0
b2685,43,29,16,emrA,18,BW25113_RS13970,2804786,2805958,2805372,,BW25113_2685,0
b2686,58,40,50,emrB,7,BW25113_RS13975,2805975,2807513,2806744,emrB,BW25113_2686,0
b2687,7,6,5,luxS,1007,BW25113_RS13980,2807577,2808092,2807834,,BW25113_2687,1
b2688,182,85,118,gshA,769,BW25113_RS13985,2808242,2809798,2809020,,BW25113_2688,1
b2689,250,124,176,yqaA,540,BW25113_RS13990,2809871,2810299,2810085,,BW25113_2689,1
b2690,44,24,27,yqaB,64,BW25113_RS13995,2810296,2810862,2810579,,BW25113_2690,1
b2696,13,3,2,csrA,4681,BW25113_RS14030,2812320,2812505,2812412,,BW25113_2696,1
b2697,620,314,319,alaS,264,BW25113_RS14035,2812740,2815370,2814055,,BW25113_2697,1
b2698,77,40,45,recX,16,BW25113_RS14045,2815498,2815998,2815748,,BW25113_2698,1
b2699,227,95,124,recA,170,BW25113_RS14050,2816067,2817128,2816597,,BW25113_2699,1
b2700,63,30,35,pncC,25,BW25113_RS14055,2817208,2817705,2817456,,BW25113_2700,1
b2701,183,100,119,mltB,79,BW25113_RS14060,2817850,2818935,2818392,,BW25113_2701,1
b2702,12,12,8,srlA,4,BW25113_RS14065,2819191,2819754,2819472,srlA,BW25113_2702,0
b2703,17,10,12,srlE,2,BW25113_RS14070,2819751,2820710,2820230,srlE,BW25113_2703,0
b2704,3,2,3,srlB,6,BW25113_RS14075,2820721,2821092,2820906,,BW25113_2704,0
b2705,2,0,0,srlD,15,BW25113_RS14080,2821096,2821875,2821485,,BW25113_2705,0
b2706,6,2,0,srlM,20,BW25113_RS14085,2821980,2822339,2822159,,BW25113_2706,0
b2707,3,1,0,srlR,28,BW25113_RS14090,2822406,2823179,2822792,srlR,BW25113_2707,0
b2708,4,2,4,srlQ,23,BW25113_RS14095,2823172,2824137,2823654,,BW25113_2708,0
b2709,18,16,23,norR,2,BW25113_RS14100,2824134,2825648,2824891,,BW25113_2709,1
b2710,11,7,8,norV,7,BW25113_RS14105,2825835,2827274,2826554,,BW25113_2710,0
b2711,9,5,4,norW,5,BW25113_RS14110,2827271,2828404,2827837,,BW25113_2711,0
b2712,24,17,15,hypF,3,BW25113_RS14115,2828532,2830784,2829658,,BW25113_2712,1
b2713,6,3,1,hydN,1,BW25113_RS14120,2830937,2831464,2831200,,BW25113_2713,1
b2714,7,6,3,ascG,15,BW25113_RS14125,2831613,2832623,2832118,,BW25113_2714,1
b2715,18,7,10,ascF,6,BW25113_RS14130,2832883,2834340,2833611,,BW25113_2715,0
b2716,14,8,7,ascB,6,BW25113_RS14135,2834349,2835773,2835061,,BW25113_2716,0
b2717,1,0,0,hycI,17,BW25113_RS14140,2835932,2836402,2836167,,BW25113_2717,1
b2718,1,3,1,hycH,13,BW25113_RS14145,2836395,2836805,2836600,,BW25113_2718,1
b2719,10,3,0,hycG,16,BW25113_RS14150,2836802,2837569,2837185,,BW25113_2719,1
b2720,16,3,5,hycF,1,BW25113_RS14155,2837569,2838111,2837840,,BW25113_2720,1
b2721,10,5,7,hycE,1,BW25113_RS14160,2838121,2839830,2838975,hycE,BW25113_2721,1
b2722,0,0,1,hycD,0,BW25113_RS14165,2839848,2840771,2840309,hycD,BW25113_2722,1
b2723,2,1,5,hycC,1,BW25113_RS14170,2840774,2842600,2841687,,BW25113_2723,1
b2724,0,0,0,hycB,1,BW25113_RS14175,2842597,2843208,2842902,,BW25113_2724,1
b2725,2,0,0,hycA,0,BW25113_RS14185,2843333,2843794,2843563,,BW25113_2725,1
b2726,1,0,0,hypA,27,BW25113_RS14190,2844006,2844356,2844181,,BW25113_2726,0
b2727,0,2,1,hypB,40,BW25113_RS14195,2844360,2845232,2844796,,BW25113_2727,0
b2728,0,0,1,hypC,17,BW25113_RS14200,2845223,2845495,2845359,,BW25113_2728,0
b2729,13,9,9,hypD,11,BW25113_RS14205,2845495,2846616,2846055,,BW25113_2729,0
b2730,11,4,9,hypE,5,BW25113_RS14210,2846613,2847623,2847118,,BW25113_2730,0
b2731,33,21,14,fhlA,43,BW25113_RS14215,2847697,2849775,2848736,,BW25113_2731,0
b2732,8,2,4,ygbA,11,BW25113_RS14220,2849812,2850165,2849988,,BW25113_2732,1
b2733,24,5,13,mutS,57,BW25113_RS14225,2850452,2853013,2851732,,BW25113_2733,0
b2734,6,5,6,pphB,3,BW25113_RS14230,2853119,2853775,2853447,,BW25113_2734,0
b2735,20,11,12,ygbI,19,BW25113_RS14235,2853826,2854593,2854209,,BW25113_2735,1
b2736,7,3,6,ygbJ,4,BW25113_RS14240,2854789,2855697,2855243,,BW25113_2736,0
b2737,17,4,7,ygbK,2,BW25113_RS14245,2855694,2856860,2856277,,BW25113_2737,0
b2738,0,1,1,ygbL,8,BW25113_RS14250,2856952,2857590,2857271,,BW25113_2738,0
b2739,3,1,0,ygbM,23,BW25113_RS14255,2857595,2858371,2857983,,BW25113_2739,0
b2740,9,2,2,ygbN,2,BW25113_RS14260,2858460,2859824,2859142,,BW25113_2740,0
b2741,6,2,4,rpoS,229,BW25113_RS14265,2859918,2860910,2860414,,BW25113_2741,1
b2742,222,106,123,nlpD,377,BW25113_RS14270,2860973,2862112,2861542,nlpD,BW25113_2742,1
b2743,779,456,408,pcm,35,BW25113_RS14275,2862252,2862878,2862565,,BW25113_2743,1
b2744,967,495,530,umpG,39,BW25113_RS14280,2862872,2863633,2863252,,BW25113_2744,1
b2745,74,46,37,truD,34,BW25113_RS14285,2863614,2864663,2864138,,BW25113_2745,1
b2746,10,7,10,ispF,37,BW25113_RS14290,2864660,2865139,2864899,,BW25113_2746,1
b2747,38,18,27,ispD,113,BW25113_RS14295,2865139,2865849,2865494,,BW25113_2747,1
b2748,10,5,6,ftsB,36,BW25113_RS14300,2865868,2866179,2866023,,BW25113_2748,1
b2749,15,4,6,ygbE,60,BW25113_RS14305,2866373,2866696,2866534,,BW25113_2749,1
b2750,35,15,18,cysC,64,BW25113_RS14310,2866746,2867351,2867048,,BW25113_2750,1
b2751,97,42,52,cysN,116,BW25113_RS14315,2867351,2868778,2868064,,BW25113_2751,1
b2752,218,128,105,cysD,238,BW25113_RS14320,2868780,2869688,2869234,,BW25113_2752,1
b2753,399,242,205,iap,12,BW25113_RS14325,2869940,2870977,2870458,,BW25113_2753,0
b2754,6,1,1,ygbF,3,BW25113_RS14330,2871928,2872212,2872070,,BW25113_2754,1
b2755,17,3,2,ygbT,4,BW25113_RS14335,2872214,2873131,2872672,,BW25113_2755,1
b2756,5,4,1,casE,12,BW25113_RS14340,2873147,2873746,2873446,,BW25113_2756,1
b2757,6,5,1,casD,8,BW25113_RS14345,2873733,2874407,2874070,,BW25113_2757,1
b2758,13,2,1,casC,3,BW25113_RS14350,2874410,2875501,2874955,,BW25113_2758,1
b2759,0,2,6,casB,4,BW25113_RS14355,2875514,2875996,2875755,,BW25113_2759,1
b2760,8,2,2,casA,1,BW25113_RS14360,2875989,2877497,2876743,,BW25113_2760,1
b2761,14,5,5,ygcB,2,BW25113_RS14365,2877912,2880578,2879245,,BW25113_2761,1
b2762,7,3,1,cysH,621,BW25113_RS14370,2880937,2881671,2881304,,BW25113_2762,1
b2763,147,72,62,cysI,70,BW25113_RS14375,2881746,2883458,2882602,,BW25113_2763,1
b2764,264,183,119,cysJ,32,BW25113_RS14380,2883458,2885257,2884357,,BW25113_2764,1
b2765,47,17,18,queD,3,BW25113_RS14385,2885573,2885938,2885755,,BW25113_2765,0
b2766,146,89,70,ygcN,3,BW25113_RS14390,2886016,2887287,2886651,,BW25113_2766,0
b2767,2,0,2,ygcO,4,BW25113_RS14395,2887278,2887538,2887408,,BW25113_2767,0
b2768,7,3,0,ygcP,2,BW25113_RS14400,2887555,2888130,2887842,,BW25113_2768,0
b2769,3,0,1,ygcQ,1,BW25113_RS14405,2888278,2889138,2888708,,BW25113_2769,1
b2770,0,0,1,ygcR,0,BW25113_RS14410,2889135,2889914,2889524,,BW25113_2770,1
b2771,8,3,3,ygcS,0,BW25113_RS14415,2889892,2891229,2890560,,BW25113_2771,1
b2774,4,0,0,ygcW,0,BW25113_RS14425,2892847,2893632,2893239,,BW25113_2774,1
b2775,6,0,1,yqcE,0,BW25113_RS14430,2893951,2895228,2894589,,BW25113_2775,0
b2776,6,0,0,ygcE,1,BW25113_RS14435,2895255,2896733,2895994,,BW25113_2776,0
b2777,2,1,2,queE,5,BW25113_RS14440,2898106,2898777,2898441,,BW25113_2777,1
b2778,10,4,4,ygcG,0,BW25113_RS14450,2899070,2899942,2899506,,BW25113_2778,0
b2779,27,8,18,eno,725,BW25113_RS14455,2900002,2901300,2900651,,BW25113_2779,1
b2780,3429,1835,2133,pyrG,331,BW25113_RS14460,2901388,2903025,2902206,pyrG,BW25113_2780,1
b2781,354,199,186,mazG,29,BW25113_RS14465,2903253,2904044,2903648,,BW25113_2781,1
b2782,31,19,26,mazF,140,BW25113_RS14470,2904115,2904450,2904282,,BW25113_2782,1
b2783,9,7,6,mazE,120,BW25113_RS14475,2904450,2904698,2904574,,BW25113_2783,1
b2784,166,86,75,relA,143,BW25113_RS14480,2904776,2907010,2905893,,BW25113_2784,1
b2785,80,49,49,rlmD,34,BW25113_RS14485,2907058,2908359,2907708,rumA,BW25113_2785,1
b2786,136,64,76,barA,28,BW25113_RS14490,2908416,2911172,2909794,,BW25113_2786,0
b2787,15,7,5,gudD,5,BW25113_RS14495,2911404,2912744,2912074,,BW25113_2787,1
b2788,19,2,3,gudX,1,BW25113_RS14500,2912765,2914105,2913435,,BW25113_2788,1
b2789,8,5,1,gudP,0,BW25113_RS14505,2914107,2915459,2914783,,BW25113_2789,1
b2790,3,1,2,yqcA,25,BW25113_RS14510,2915894,2916343,2916118,,BW25113_2790,1
b2791,5,2,0,truC,24,BW25113_RS14515,2916361,2917143,2916752,,BW25113_2791,1
b2792,1,0,0,yqcC,76,BW25113_RS14520,2917143,2917472,2917307,,BW25113_2792,1
b2793,28,17,20,syd,43,BW25113_RS14530,2918094,2918639,2918366,,BW25113_2793,1
b2794,1001,528,675,queF,138,BW25113_RS14535,2918707,2919555,2919131,,BW25113_2794,0
b2795,7295,4196,4220,ygdH,79,BW25113_RS14540,2919667,2921031,2920349,,BW25113_2795,0
b2796,129,75,118,sdaC,18,BW25113_RS14545,2921588,2922877,2922232,,BW25113_2796,0
b2797,27,11,13,sdaB,7,BW25113_RS14550,2922935,2924302,2923618,,BW25113_2797,0
b2798,9,7,7,ygdG,12,BW25113_RS14555,2924414,2925169,2924791,,BW25113_2798,0
b2799,9,6,8,fucO,2,BW25113_RS14560,2925224,2926372,2925798,,BW25113_2799,1
b2800,6,2,3,fucA,6,BW25113_RS14565,2926400,2927047,2926723,,BW25113_2800,1
b2801,9,4,3,fucP,2,BW25113_RS14570,2927594,2928910,2928252,,BW25113_2801,0
b2802,11,2,1,fucI,5,BW25113_RS14575,2928943,2930718,2929830,,BW25113_2802,0
b2803,3,2,0,fucK,4,BW25113_RS14580,2930827,2932245,2931536,,BW25113_2803,0
b2804,0,0,1,fucU,27,BW25113_RS14585,2932247,2932669,2932458,fucU,BW25113_2804,0
b2805,4,0,1,fucR,42,BW25113_RS14590,2932727,2933458,2933092,,BW25113_2805,0
