"","locus_tag","gene","lengthnt","start","end","strand","product","Nakamura","Lawrence","hns","conservation"
"4254","","","",NA,NA,"","sensitivity","","","",""
"4255","b2523","pepB","1371","2653097","2654467","-","putative peptidase","","","","21"
"4256","b2524","yfhJ","201","2654558","2654758","-","orf, hypothetical protein","","","","21"
"4257","b2525","fdx","336","2654770","2655105","-","[2FE-2S] ferredoxin,","","","","21"
"4258","","","",NA,NA,"","electron carrer protein","","","",""
"4259","b2526","hscA","1851","2655107","2656957","-","DnaK-homologue","","","","20"
"4260","","","",NA,NA,"","chaperone Hsc66","","","",""
"4261","b2527","hscB","516","2656974","2657489","-","DnaJ-homologue co-","","","","21"
"4262","","","",NA,NA,"","chaperone protein","","","",""
"4263","b2528","iscA","324","2657585","2657908","-","involved in Fe-S","","","","21"
"4264","","","",NA,NA,"","biosynthesis","","","",""
"4265","b2529","iscU","387","2657925","2658311","-","involved in Fe-S","","","","21"
"4266","","","",NA,NA,"","biosynthesis","","","",""
"4267","b2530","iscS","1215","2658339","2659553","-","cysteine desulfurase","","","","21"
"4268","b2531","iscR","489","2659665","2660153","-","Fe-S cluster-containing","","","","21"
"4269","","","",NA,NA,"","transcription factor","","","",""
"4270","b2532","yfhQ","741","2660605","2661345","-","hypothetical","","","","21"
"4271","","","",NA,NA,"","tRNA/rRNA","","","",""
"4272","b2533","suhB","804","2661464","2662267","+","inositol-1-","","","","20"
"4273","","","",NA,NA,"","monophosphatase","","","",""
"4274","b2534","yfhR","882","2662385","2663266","+","putative enzyme","","","","20"
"4275","b2535","csiE","1302","2663436","2664737","+","stationary phase","1","","","19"
"4276","","","",NA,NA,"","inducible protein","","","",""
"4277","b2536","hcaT","1140","2664729","2665868","-","MFS (major facilitator","","","","21"
"4278","","","",NA,NA,"","superfamily) transporter","","","",""
"4279","b2537","hcaR","891","2666028","2666918","-","transcriptional activator","","","","8"
"4280","","","",NA,NA,"","of hca cluster","","","",""
"4281","b2538","hcaE","1362","2667054","2668415","+","3-phenylpropionate","","","","9"
"4282","","","",NA,NA,"","dioxygenase, alpha","","","",""
"4283","","","",NA,NA,"","subunit","","","",""
"4284","b2539","hcaF","519","2668412","2668930","+","small terminal subunit","","","","9"
"4285","","","",NA,NA,"","of phenylpropionate","","","",""
"4286","","","",NA,NA,"","dioxygenase","","","",""
"4287","b2540","hcaC","321","2668930","2669250","+","ferredoxin subunit of","","","","13"
"4288","","","",NA,NA,"","phenylpropionate","","","",""
"4289","","","",NA,NA,"","dioxygenase","","","",""
"4290","b2541","hcaB","813","2669247","2670059","+","2,3-dihydroxy-2,3-","","","","9"
"4291","","","",NA,NA,"","dihydrophenylpropionat","","","",""
"4292","","","",NA,NA,"","e dehydrogenase","","","",""
"4293","b2542","hcaD","1203","2670069","2671271","+","ferredoxin reductase","","","","6"
"4294","","","",NA,NA,"","subunit of","","","",""
"4295","","","",NA,NA,"","phenylpropionate","","","",""
"4296","","","",NA,NA,"","dioxygenase","","","",""
"4297","b2543","yphA","495","2671296","2671790","+","orf, hypothetical protein","1","","","8"
"4298","b2544","yphB","873","2671838","2672710","-","orf, hypothetical protein","","","","9"
"4299","b2545","yphC","1095","2672722","2673816","-","putative oxidoreductase","","","","9"
"4300","b2546","yphD","999","2673849","2674847","-","putative transport","","","","13"
"4301","","","",NA,NA,"","system permease","","","",""
"4302","b2547","yphE","1512","2674872","2676383","-","putative ATP-binding","","","","9"
"4303","","","",NA,NA,"","component of a","","","",""
"4304","","","",NA,NA,"","transport system","","","",""
"4305","b2548","yphF","984","2676406","2677389","-","putative LACI-type","","1","1","7"
"4306","","","",NA,NA,"","transcriptional regulator","","","",""
"4307","b2549","yphG","3375","2677486","2680860","-","orf, hypothetical protein","","","","8"
"4308","b2550","yphH","1200","2680879","2682078","+","putative NAGC-like","","","","9"
"4309","","","",NA,NA,"","transcriptional regulator","","","",""
"4310","b2551","glyA","1254","2682276","2683529","-","serine","","","","21"
"4311","","","",NA,NA,"","hydroxymethyltransfera","","","",""
"4312","b2552","hmpA","1191","2683857","2685047","+","dihydropteridine","","","","21"
"4313","","","",NA,NA,"","reductase,","","","",""
"4314","","","",NA,NA,"","ferrisiderophore","","","",""
"4315","","","",NA,NA,"","reductase activity","","","",""
"4316","b2553","glnB","339","2685092","2685430","-","regulatory protein P-II","","","","21"
"4317","","","",NA,NA,"","for glutamine","","","",""
"4318","b2554","yfhA","1335","2685491","2686825","-","putative 2-component","","","","21"
"4319","","","",NA,NA,"","transcriptional regulator","","","",""
"4320","b2555","yfhG","714","2686815","2687528","-","putative alpha helix","","","","21"
"4321","b2556","yfhK","1491","2687693","2689183","-","putative 2-component","","","","21"
"4322","","","",NA,NA,"","sensor protein","","","",""
"4323","b2557","purL","3888","2689678","2693565","-","phosphoribosylformyl-","","","","21"
"4324","","","",NA,NA,"","glycineamide","","","",""
"4325","","","",NA,NA,"","synthetase = FGAM","","","",""
"4326","b2558","yfhD","1419","2693961","2695379","+","putative periplasmic","","","","21"
"4327","","","",NA,NA,"","binding transport","","","",""
"4328","b2559","tadA","537","2695376","2695912","-","tRNA-specific","","","","21"
"4329","","","",NA,NA,"","adenosine deaminase","","","",""
"4330","b2560","yfhB","573","2695937","2696509","-","orf, hypothetical protein","","","","19"
"4331","b2561","yfhH","921","2696709","2697629","+","orf, hypothetical protein","","","","18"
"4332","b2562","yfhL","261","2697685","2697945","+","orf, hypothetical protein","1","","1","21"
"4333","b2563","acpS","381","2698640","2699020","-","CoA:apo-[acyl-carrier-","","","","21"
"4334","","","",NA,NA,"","protein]","","","",""
"4335","","","",NA,NA,"","pantetheinephosphotra","","","",""
"4336","","","",NA,NA,"","nsferase","","","",""
"4337","b2564","pdxJ","732","2699020","2699751","-","pyridoxine biosynthesis","","","","21"
"4338","b2565","recO","729","2699763","2700491","-","protein interacts with","","","","21"
"4339","b2566 era","","906","2700503","2701408","-","GTP-binding protein","","","","21"
"4340","b2567 rnc","","681","2701405","2702085","-","RNase III, ds RNA","","","","21"
"4341","b2568 lepB","","975","2702357","2703331","-","leader peptidase (signal","","","","21"
"4342","","","",NA,NA,"","peptidase I)","","","",""
"4343","b2569 lepA","","1800","2703347","2705146","-","GTP-binding elongation","","","","21"
"4344","","","",NA,NA,"","factor, may be inner","","","",""
"4345","","","",NA,NA,"","membrane protein","","","",""
"4346","b2570 rseC","","480","2705344","2705823","-","sigma-E factor,","1","","","21"
"4347","","","",NA,NA,"","negative regulatory","","","",""
"4348","b2571 rseB","","957","2705820","2706776","-","regulates activity of","","","","21"
"4349","","","",NA,NA,"","sigma-E factor","","","",""
"4350","b2572 rseA","","651","2706776","2707426","-","sigma-E factor,","","","","21"
"4351","","","",NA,NA,"","negative regulatory","","","",""
"4352","b2573 rpoE","","576","2707459","2708034","-","RNA polymerase,","1","","","21"
"4353","","","",NA,NA,"","sigma-E factor; heat","","","",""
"4354","","","",NA,NA,"","shock and oxidative","","","",""
"4355","b2574 nadB","","1623","2708442","2710064","+","quinolinate synthetase,","","","","17"
"4356","","","",NA,NA,"","B protein","","","",""
"4357","b2575 yfiC","","858","2710049","2710906","-","putative enzyme","1","","","21"
"4358","b2576 srmB","","1335","2710918","2712252","+","ATP-dependent RNA","","","","21"
"4359","","","",NA,NA,"","helicase","","","",""
"4360","b2577 yfiE","","927","2712461","2713387","-","putative transcriptional","1","","","13"
"4361","","","",NA,NA,"","regulator LYSR-type","","","",""
"4362","b2578 yfiK","","588","2713445","2714032","+","orf, hypothetical protein","","","","21"
"4363","b2579 yfiD","","384","2714088","2714471","-","putative formate","","","","20"
"4364","","","",NA,NA,"","acetyltransferase","","","",""
"4365","b2580 ung","","690","2714776","2715465","+","uracil-DNA-glycosylase","","","","21"
"4366","b2581 yfiF","","1038","2715513","2716550","-","orf, hypothetical protein","","","","21"
"4367","b2582 trxC","","420","2716757","2717176","+","putative thioredoxin-like","","","","20"
"4368","","","",NA,NA,"","protein","","","",""
"4369","b2583 yfiP","","723","2717221","2717943","+","orf, hypothetical protein","1","","","20"
"4370","b2584 yfiQ","","2661","2717975","2720635","+","orf, hypothetical protein","","","","21"
"4371","b2585 pssA","","1359","2720746","2722104","+","phosphatidylserine","","","","21"
"4372","","","",NA,NA,"","synthase; phospholipid","","","",""
"4373","","","",NA,NA,"","synthesis","","","",""
"4374","b2586 yfiM","","273","2722201","2722473","+","orf, hypothetical protein","","","","20"
"4375","b2587 kgtP","","1299","2722470","2723768","-","alpha-ketoglutarate","1","","","20"
"4376","","","",NA,NA,"","permease","","","",""
"4377","rrnG_5S rrnG_5S","","120","2724091","2724210","-","rrnG_5S","","","",""
"4378","rrnG_23S rrnG_23S","","2904","2724303","2727206","-","rrnG_23S","","","",""
"4379","tRNA-Glu1tRNA-Glu","","76","2727391","2727466","-","tRNA-Glu","","","",""
"4380","rrnG_16S rrnG_16S","","1542","2727638","2729179","-","rrnG_16S","","","",""
"4381","b2592 clpB","","2574","2729622","2732195","-","heat shock protein","","","","21"
"4382","b2593 yfiH","","732","2732325","2733056","-","orf, hypothetical protein","","","","21"
"4383","b2594 rluD","","981","2733053","2734033","-","23S rRNA","","","","21"
"4384","","","",NA,NA,"","pseudouridine synthase","","","",""
"4385","b2595 yfiO","","738","2734168","2734905","+","orf, hypothetical protein","","","","21"
"4386","b2596 -","","207","2734935","2735141","+","orf, hypothetical protein","1","1","","5"
"4387","b2597 yfiA","","342","2735176","2735517","+","putative yhbH sigma 54","","","","21"
"4388","","","",NA,NA,"","modulator","","","",""
"4389","b2598 pheL","","48","2735621","2735668","+","leader peptide of","","","","1"
"4390","","","",NA,NA,"","chorismate mutase-P-","","","",""
"4391","","","",NA,NA,"","prephenate","","","",""
"4392","b2599 pheA","","1161","2735767","2736927","+","chorismate mutase-P","","","","19"
"4393","","","",NA,NA,"","and prephenate","","","",""
"4394","b2600 tyrA","","1122","2736970","2738091","-","chorismate mutase-T","","","","21"
"4395","","","",NA,NA,"","and prephenate","","","",""
"4396","","","",NA,NA,"","dehydrogenase","","","",""
"4397","b2601 aroF","","1071","2738102","2739172","-","3-deoxy-D-","","","","21"
"4398","","","",NA,NA,"","arabinoheptulosonate-","","","",""
"4399","","","",NA,NA,"","7-phosphate synthase","","","",""
"4400","","","",NA,NA,"","(DAHP synthetase,","","","",""
"4401","","","",NA,NA,"","tyrosine repressible)","","","",""
"4402","b2602 yfiL","","405","2739343","2739747","+","orf, hypothetical protein","1","1","1","11"
"4403","b2603 yfiR","","519","2739897","2740415","+","orf, hypothetical protein","1","1","1","18"
"4404","b2604 yfiN","","1227","2740405","2741631","+","orf, hypothetical protein","","","1","17"
"4405","b2605 yfiB","","483","2741647","2742129","+","putative outer","1","","","14"
"4406","","","",NA,NA,"","membrane protein","","","",""
"4407","b2606 rplS","","348","2742205","2742552","-","50S ribosomal subunit","","","","21"
"4408","","","",NA,NA,"","protein L19","","","",""
"4409","b2607 trmD","","768","2742594","2743361","-","tRNA","","","","21"
"4410","b2608","rimM","558","2743392","2743949","-","16S rRNA processing","","","","21"
"4411","","","",NA,NA,"","protein","","","",""
"4412","b2609","rpsP","249","2743959","2744207","-","30S ribosomal subunit","","","","21"
"4413","","","",NA,NA,"","protein S16","","","",""
"4414","b2610","ffh","1362","2744456","2745817","-","GTP-binding export","","","","21"
"4415","","","",NA,NA,"","factor binds to signal","","","",""
"4416","","","",NA,NA,"","sequence, GTP and","","","",""
"4417","b2611","-","867","2745909","2746775","+","orf, hypothetical protein","","","","21"
"4418","b4461","yfjD","1263","2746820","2748082","+","putative membrane","","","","20"
"4419","","","",NA,NA,"","protein","","","",""
"4420","b2614","grpE","594","2748137","2748730","-","phage lambda","","","","21"
"4421","","","",NA,NA,"","replication; host DNA","","","",""
"4422","","","",NA,NA,"","synthesis; heat shock","","","",""
"4423","","","",NA,NA,"","protein; protein repair","","","",""
"4424","b2615","yfjB","879","2748853","2749731","+","orf, hypothetical protein","","","","21"
"4425","b2616","recN","1662","2749817","2751478","+","protein used in","","","","21"
"4426","","","",NA,NA,"","recombination and DNA","","","",""
"4427","","","",NA,NA,"","repair","","","",""
"4428","b2617","smpA","153","2751816","2751968","+","small membrane","","","","21"
"4429","b2618","yfjF","309","2752030","2752338","-","orf, hypothetical protein","","","","21"
"4430","b2619","yfjG","477","2752310","2752786","-","orf, hypothetical protein","1","","","21"
"4431","b2620","smpB","483","2752918","2753400","+","small protein B","","","","21"
"4432","b2622","intA","1242","2754181","2755422","+","prophage CP4-57","1","1","","11"
"4433","","","",NA,NA,"","integrase","","","",""
"4434","b2623","yfjH","957","2755666","2756622","-","putative histone","1","1","1","2"
"4435","b2624","alpA","213","2756666","2756878","+","prophage CP4-57","1","1","1","13"
"4436","","","",NA,NA,"","regulatory protein alpA","","","",""
"4437","b2625","yfjI","1410","2757007","2758416","+","orf, hypothetical protein","1","1","1","5"
"4438","b2626","yfjJ","627","2758569","2759195","+","orf, hypothetical protein","1","1","1","4"
"4439","b2627","yfjK","2190","2759373","2761562","-","orf, hypothetical protein","1","","","2"
"4440","b2628","yfjL","1617","2761559","2763175","-","orf, hypothetical protein","1","","","2"
"4441","b2629","yfjM","264","2763535","2763798","-","orf, hypothetical protein","1","","","2"
"4442","b2630","yfjN","1074","2763940","2765013","+","putative cell division","1","1","","3"
"4443","","","",NA,NA,"","protein","","","",""
"4444","b2631","yfjO","321","2765057","2765377","+","orf, hypothetical protein","1","","","2"
"4445","b2632","yfjP","864","2765732","2766595","+","putative GTP-binding","","","","9"
"4446","","","",NA,NA,"","protein","","","",""
"4447","b2633","yfjQ","822","2766687","2767508","+","orf, hypothetical protein","","","","8"
"4448","b2634","yfjR","702","2767725","2768426","+","orf, hypothetical protein","1","","","3"
"4449","b2635","ypjK","393","2768311","2768703","+","orf, hypothetical protein","1","","","1"
"4450","b2636","yfjS","693","2768454","2769146","+","orf, hypothetical protein","1","","","2"
"4451","b2637","yfjT","468","2769170","2769637","+","orf, hypothetical protein","1","","","3"
"4452","b2638","yfjU","315","2769862","2770176","-","orf, hypothetical protein","1","","","2"
"4453","b2639","-","519","2770189","2770707","-","putative pump protein","","","","1"
"4454","b2640","-","201","2770858","2771058","-","orf, hypothetical protein","","","1","2"
"4455","b2641","-","117","2770998","2771114","-","orf, hypothetical protein","1","","1","2"
"4456","b2642","yfjW","1704","2771340","2773043","+","orf, hypothetical protein","1","1","1","2"
