Gene name,Coordinates,,Orientation,Description
ygbT,2876878,2877795,-,Function unknown
ygcH,2877811,2878410,-,Function unknown
ygcI,2878397,2879077,-,Function unknown
ygcJ,2879074,2880165,-,Function unknown
ygcK,2880178,2880660,-,Function unknown
ygcL,2880653,2882161,-,Function unknown
ygcB,2882576,2885242,-,Function unknown
cysH,2885601,2886335,-,Adenylylsulfate reductase
cysI,2886410,2888122,-,"Sulfite reductase, alpha-subunit"
cysJ,2888122,2889921,-,"Sulfite reductase, beta-subunit"
ygcM,2890237,2890602,+,Function unknown
ygcN,2890680,2891951,+,Function unknown
ygcO,2891942,2892202,+,Function unknown
ygcP,2892219,2892794,+,Function unknown
ygcQ,2892942,2893802,-,Function unknown
ygcR,2893799,2894578,-,Function unknown
ygcS,2894556,2895893,-,Function unknown
ygcT,2895987,2896781,-,Function unknown
ygcU,2896784,2897440,-,Function unknown
ygcW,2897510,2898295,-,Function unknown
yqcE,2898614,2899891,+,Function unknown
ygcE,2899918,2901396,+,Function unknown
ygcF,2902769,2903440,-,Function unknown
ygcG,2903733,2904182,+,Function unknown
eno,2904665,2905963,-,Enolase
pyrG,2906051,2907688,-,CTP synthetase
mazG,2907916,2908707,-,Function unknown
chpA,2908778,2909113,-,"ChpAB growth inhibitor, homology to R100 pemK gene, programmed cell death? toxic protein"
chpR,2909113,2909361,-,Suppresses ChpA inhibition
relA,2909439,2911673,-,Required for ppGpp synthesis during stringent response to amino acid starvation; ATP:GTP 3'-pyrophosphotransferase
ygcA,2911721,2913022,-,Function unknown
barA,2913079,2915835,+,Has sensory kinase and response regulator domains like OmpR and EnvZ
ygcX,2916067,2917407,-,Function unknown
ygcY,2917428,2918768,-,Function unknown
ygcZ,2918770,2920122,-,Function unknown
yqcA,2920557,2921006,-,Function unknown
yqcB,2921024,2921806,-,Function unknown
yqcC,2921806,2922135,-,Function unknown
csrB,2922178,2922537,-,"CsrA-binding RNA, antagonizing CsrA regulation"
syd,2922757,2923302,-,Interacts with secY
yqcD,2923370,2924218,+,Function unknown
ygdH,2924330,2925694,+,Function unknown
sdaC,2926251,2927540,+,Regulator of L-SD2; putative serine transporter
sdaB,2927598,2928965,+,"L-Serine deaminase, L-SD2"
xni,2928987,2929832,+,"Exonuclease IX, a 3'-5' exonuclease acting preferentially on single-stranded DNA, probable excision repair function"
fucO,2929887,2931038,-,"L-1,2-Propanediol oxidoreductase"
fucA,2931063,2931710,-,L-fuculose-1-phosphate aldolase
fucP,2932257,2933573,+,Fucose permease
fucI,2933606,2935381,+,L-Fucose isomerase
fucK,2935490,2936908,+,L-Fuculose kinase
fucU,2936910,2937332,+,"fuc operon protein, function unknown"
fucR,2937390,2938121,+,Positive regulatory protein for fuc regulon
ygdE,2938165,2939265,-,Function unknown
ygdD,2939258,2939653,-,Function unknown
gcvA,2939672,2940589,-,"Trans-Acting protein, responsible for glycine-induced activation of gcv, perhaps repression in the presence of inosine"
ygdI,2940940,2941167,-,Function unknown
csdA,2941359,2942564,+,Cysteine sulfinate desulfinase
ygdK,2942564,2943007,+,Function unknown
ygdL,2943058,2943864,-,Function unknown
mltA,2944103,2945200,-,"Lipoprotein lytic transglycosylase; membrane-bound murein hydrolase, affecting sacculus maturation"
metZ,2945409,2945485,+,Initiator methionine tRNAf1; triplicate gene
metW,2945519,2945595,+,Initiator methionine tRNAf1; triplicate gene
metV,2945629,2945705,+,Initiator methionine tRNAf1; triplicate gene
amiC,2945779,2947032,-,Putative cell wall amidase
argA,2947264,2948595,+,N-acetylglutamate synthase; growth on acetylornithine;
recD,2948657,2950483,-,Recombination and repair; RecBCD enzyme (exonuclease V) alpha-subunit
recB,2950483,2954025,-,Recombination and repair; RecBCD enzyme (exonuclease V) subunit
ptrA,2954018,2956906,-,Protease III
recC,2957082,2960450,-,Recombination and repair; RecBCD enzyme (exonuclease V) subunit
ppdC,2960463,2960786,-,Function unknown
ygdB,2960771,2961178,-,Function unknown
ppdB,2961175,2961738,-,Function unknown
ppdA,2961729,2962199,-,Function unknown
thyA,2962383,2963177,-,"Aminopterin, trimethoprim resistance; thymidylate synthetase"
lgt,2963184,2964059,-,Phosphatidylglycerol:prolipoprotein diacylglycerol transferase transferase
ptsP,2964210,2966456,-,PEP-protein phosphotransferase
ygdP,2966469,2966999,-,Function unknown
mutH,2967684,2968373,+,Methyl-directed mismatch repair
ygdQ,2968442,2969155,+,Function unknown
ygdR,2969293,2969511,+,Function unknown
tas,2969619,2970659,+,Suppresses tyrosine requirement of tyrA14 O6 strain
ygeD,2970691,2971884,-,Function unknown
aas,2971877,2974036,-,2-Acyl-glycerophosphoethanolamine acyltransferase; acyl-ACP synthetase; salvage pathway for reacylation; inner membrane; bifunctional for turnover/incorporation
galR,2974621,2975652,+,Repressor of galETK operon; regulates low-affinity transport; Gal repressor
lysA,2975659,2976921,-,Diaminopimelate decarboxylase
lysR,2977043,2977978,+,Transcriptional activator of lysA gene; auto-repressor
ygeA,2977965,2978657,-,Function unknown
araE,2978786,2980204,-,Low-affinity L-arabinose transport; L-arabinose proton symport
kduD,2980519,2981280,-,2-deoxy-D-gluconate 3-dehydrogenase
kduI,2981310,2982146,-,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
yqeF,2982433,2983614,-,Function unknown
yqeG,2983869,2985098,+,Function unknown
yqeH,2985558,2986190,+,Function unknown
yqeI,2986524,2987333,+,Function unknown
yqeJ,2987326,2987808,+,Function unknown
yqeK,2987957,2988382,-,Function unknown
ygeF,2988576,2989022,+,Function unknown
ygeG,2989290,2989781,+,Function unknown
ygeH,2990116,2991492,+,Function unknown
ygeI,2991660,2991878,+,Function unknown
pbl,2992021,2992437,+,Unknown
ygeK,2992482,2993114,-,Function unknown
ygeO,2993336,2994382,-,Function unknown
ygeP,2995714,2996010,-,Function unknown
ygeQ,2996056,2996892,-,Function unknown
glyU,2997006,2997079,-,Glycine tRNA1
ygeR,2997158,2997913,-,Function unknown
ygeS,2998367,3000625,+,Function unknown
ygeT,3000636,3001514,+,Function unknown
ygeU,3001511,3001990,+,Function unknown
ygeV,3002030,3003808,-,Function unknown
ygeW,3004356,3005447,+,Function unknown
ygeX,3005531,3006727,+,Function unknown
ygeY,3006785,3007996,+,Function unknown
ygeZ,3008049,3009434,+,Function unknown
yqeA,3009482,3010414,+,Function unknown
yqeB,3010635,3012260,-,Function unknown
yqeC,3012308,3013078,-,Function unknown
ygfJ,3013181,3013759,+,Function unknown
ygfK,3014081,3017179,+,Function unknown
ygfL,3017182,3018510,+,Function unknown
ygfM,3018561,3019340,+,Function unknown
ygfN,3019337,3022207,+,Function unknown
ygfO,3022372,3023772,+,Function unknown
ygfP,3023787,3025106,+,Function unknown
ygfQ,3025142,3026508,+,Function unknown
ygfS,3026544,3027032,-,Function unknown
ygfT,3027032,3028951,-,Function unknown
ygfU,3029387,3030835,+,Function unknown
idi,3031085,3031633,+,"Putative isopentenyl diphosphate isomerase, mutatn defective in ispoprenoid biosynthesis"
lysS,3031677,3033194,-,"Lysyl tRNA synthetase, constitutive"
prfB,3033204,3034302,-,Peptide chain release factor 2
recJ,3034393,3036126,-,"Single-stranded DNA-specific exonuclease, 5'-3'"
dsbC,3036132,3036842,-,"Periplasmic disulfide oxidoreductase, protein disulfide isomerase"
xerD,3036867,3037763,-,"Recombinase, site specific"
fldB,3037875,3038396,+,Flavodoxin
ygfX,3038436,3038843,-,Function unknown
ygfY,3038824,3039090,-,Function unknown
ygfZ,3039333,3040313,+,Function unknown
yqfA,3040509,3041168,-,Function unknown
yqfB,3041332,3041643,-,Function unknown
bglA,3041682,3043121,+,Phospho-beta-glucosidase A; growth on arbutin or salicin when activated
ygfF,3043178,3043921,-,Function unknown
gcvP,3044188,3047061,-,Glycine dehydrogenase (decarboxylating)
gcvH,3047180,3047569,-,"Glycine cleavage, carrier of aminomethyl group"
gcvT,3047593,3048687,-,"Aminomethyl transferase, tetrahydrofolate dependent"
visC,3049135,3050337,-,Gene of unknown function downstream of ubiH(visB)
ubiH,3050360,3051538,-,"Reaction: 2-octaprenyl-6-methoxyphenol to 2-octaprenyl-6-methoxy-1,4-benzoquinone"
pepP,3051535,3052860,-,Proline aminopeptidase II
ygfB,3052886,3053464,-,Function unknown
ygfE,3053632,3053961,+,Function unknown
ssrS,3054003,3054185,+,6S RNA
ygfA,3054261,3054809,+,Function unknown
serA,3055198,3056430,-,Phosphoglycerate dehydrogenase
rpiA,3056686,3057345,-,Ribose phosphate isomerase (constitutive)
yqfE,3057401,3057721,-,Function unknown
argP,3057773,3058666,+,"Transport of arginine, ornithine, and lysine; canavanine sensitivity; inhibitor of chromosome initiation"
yliK,3058870,3061014,+,Function unknown
argK,3061007,3062002,+,Membrane ATPase/protein kinase required for arginine transport
ygfG,3062013,3062798,+,Function unknown
ygfH,3062822,3064300,+,Function unknown
ygfI,3064297,3065193,-,Function unknown
yggE,3065360,3066100,-,Function unknown
yggA,3066193,3066828,-,Function unknown
yggB,3066967,3067827,-,Function unknown
fbaA,3068185,3069264,-,Fructose-bisphosphate aldolase
pgk,3069479,3070642,-,Phosphoglycerate kinase
epd,3070692,3071711,-,Erythrose-4-P dehydrogenase
yggC,3071996,3072709,-,Function unknown
yggD,3072706,3073215,-,Function unknown
yggF,3073237,3074202,-,Function unknown
yggP,3074199,3075475,-,Function unknown
cmtA,3075490,3076878,-,Similar to mannitol phosphotransferase enzymes
cmtB,3076906,3077349,-,Protein-N-phosphohistidine sugar P-transferase; enzyme III of PEP-PTS cryptic mannitol transport
tktA,3077663,3079654,-,Transketolase
yggG,3079932,3080690,+,Function unknown
speB,3080896,3081816,-,Agmatinase
speA,3081954,3083930,-,Biosynthetic decarboxylase
yqgB,3083939,3084085,-,Function unknown
yqgC,3084206,3084421,+,Function unknown
yqgD,3084418,3084669,-,Function unknown
metK,3084725,3085879,+,Methionine adenosyltransferase; ethionine sensitivity
galP,3086303,3087697,+,D-Galactose/H+ symporter
sprT,3087816,3088271,+,Regulator of bolA gene in stationary phase
endA,3088366,3089073,+,DNA-specific endonuclease I; extensive DNA breakdown
yggJ,3089153,3089884,+,Function unknown
gshB,3089897,3090847,+,Glutathione synthetase
yqgE,3090956,3091519,+,Function unknown
yqgF,3091519,3091935,+,Function unknown
yggR,3092119,3093099,-,Function unknown
yggS,3093117,3093821,+,Function unknown
yggT,3093839,3094405,+,Function unknown
yggU,3094402,3094692,+,Function unknown
yggV,3094700,3095293,+,Function unknown
yggW,3095286,3096422,+,Function unknown
yggM,3096577,3097584,-,Function unknown
ansB,3097701,3098747,-,L-Asparaginase II
yggN,3098923,3099642,-,Function unknown
yggL,3099825,3100151,-,Function unknown
yggH,3100151,3100870,-,Function unknown
mutY,3101031,3102083,+,"GC to TA transversions; adenine glycosylase, G-A repair"
yggX,3102111,3102386,+,Function unknown
mltC,3102451,3103530,+,"Peptidoglycan hydrolase activity, lytic transglycosylase family"
nupG,3103732,3104988,+,Transport of nucleosides
speC,3105038,3107173,-,Ornithine decarboxylase
yqgA,3107570,3108277,+,Function unknown
pheV,3108383,3108458,+,Phenylalanine tRNA
yghD,3108607,3109143,-,Function unknown
yghE,3109145,3110005,-,Function unknown
yghF,3110071,3110937,-,Function unknown
yghG,3111084,3111494,-,Function unknown
pppA,3111560,3112369,-,Putative prepilin protein peptidase
yghI,3112567,3115113,-,Function unknown
yghJ,3115101,3116987,-,Function unknown
yghK,3117613,3119295,-,Function unknown
glcB,3119650,3121821,-,Malate synthase G
glcG,3121843,3122247,-,Unknown function
glcF,3122252,3123475,-,"Glycolate oxidase subunit, FeS protein"
glcE,3123486,3124537,-,"Glycolate oxidase subunit, FeS protein"
glcD,3124537,3126036,-,"Regulatory protein, transcriptional activator"
glcC,3126287,3127051,+,Regulatory gene
yghO,3127058,3128158,-,Function unknown
yghQ,3129356,3130423,-,Function unknown
yghR,3130469,3131227,-,Function unknown
yghS,3131259,3131972,-,Function unknown
yghT,3132146,3132838,+,Function unknown
pitB,3132887,3134386,-,Putative Low-affinity Pi transport protein
gsp,3134678,3136537,-,Glutathionylspermidine synthetase/amidase; bifunctional protein
yghU,3136742,3137608,+,Function unknown
hybG,3137731,3137979,-,May affect maturation of hydrogenase 2 large subunit
hybF,3137992,3138333,-,Regulatory gene
hybE,3138326,3138814,-,Function undefined
hybD,3138807,3139301,-,"Processing element for hydrogenase 2, probably"
hybC,3139301,3141004,-,"Hydrogenase 2 [Ni Fe] large subunit, probably"
hybB,3141001,3142179,-,"Hydrogenase 2 cytochrome b type component, probably"
hybA,3142169,3143155,-,"Hydrogenase 2 complex component, possibly electron acceptor for Hydrogenase 2 small subunit"
hybO,3143158,3144276,-,"Hydrogenase 2 [Ni, Fe], small subunit"
yghW,3144465,3144752,-,Function unknown
yghX,3144871,3145706,-,Function unknown
yghZ,3145912,3146952,+,Function unknown
yqhA,3146992,3147486,-,Function unknown
yghA,3147677,3148561,+,Function unknown
exbD,3148833,3149258,-,Uptake of enterochelin; resistance or sensitivity to colicins; similarity with TolR
exbB,3149265,3149999,-,Uptake of enterochelin; resistance or sensitivity to colicins; similarity with TolQ
metC,3150251,3151438,+,Cystathionine beta-lyase
yghB,3151578,3152237,+,Function unknown
yqhC,3152276,3153232,-,Function unknown
yqhD,3153369,3154532,+,Function unknown
yqhE,3154637,3155464,+,Function unknown
yqhG,3155664,3156593,+,Function unknown
yqhH,3156644,3156901,+,Function unknown
ygiQ,3156944,3159162,-,Function unknown
sufI,3159273,3160685,-,Suppressor of ftsI
plsC,3160760,3161497,-,1-Acyl-sn-glycerol-3-phosphate acyltransferase; affects partitioning
parC,3161731,3163989,-,Cell partitioning; topoisomerase IV subunit A
ygiS,3164127,3165734,-,Function unknown
ygiT,3165867,3166262,-,Function unknown
ygiU,3166264,3166560,-,Function unknown
ygiV,3166765,3167247,-,Function unknown
ygiW,3167300,3167692,-,Function unknown
ygiX,3167844,3168503,+,Function unknown
ygiY,3168500,3169849,+,Function unknown
ygiZ,3169895,3170227,-,Function unknown
mdaB,3170546,3171127,+,Modulator of drug activity
ygiN,3171158,3171472,+,Function unknown
parE,3171520,3173412,-,Topoisomerase IV subunit B
yqiA,3173441,3174022,-,Function unknown
cpdA,3174022,3174849,-,"Affects cAMP requirement during growth on maltose; 3',5' cAMP phosphodiesterase"
yqiB,3174874,3175296,-,Function unknown
yqiE,3175297,3175926,-,Function unknown
tolC,3176131,3177612,+,Specific tolerance to ColE1; affects chromosome segregation; OM porin
ygiB,3177760,3178431,+,Function unknown
ygiC,3178437,3179597,+,Function unknown
ygiD,3179635,3180450,-,Function unknown
ygiE,3180566,3181339,+,Function unknown
ribB,3181829,3182482,-,"Riboflavin biosynthesis; 3,4-dihydroxy-2-butanone 4-phosphate synthase"
yqiC,3182856,3183146,+,Function unknown
ygiL,3183430,3183981,+,Function unknown
yqiG,3184077,3187881,+,Function unknown; interrupted by IS2I
yqiH,3187897,3188646,+,Function unknown
yqiI,3188648,3189712,+,Function unknown
glgS,3189755,3189955,-,"Glycogen synthesis protein, controlled by sigma S (stationary phase) and cAMP"
yqiJ,3190224,3190853,+,Function unknown
yqiK,3190880,3192541,+,Function unknown
rfaE,3192961,3194394,-,Putative ADP-heptose synthase
glnE,3194442,3197282,-,GS adenylyl transferase
ygiF,3197305,3198606,-,Function unknown
ygiM,3198848,3199468,+,Function unknown
cca,3199532,3200770,+,tRNA nucleotidyl transferase
bacA,3200951,3201772,-,A lipid kinase; may confer bacitracin resistance by phosphorylation of undecaprenol
folB,3201862,3202230,-,Dihydroneopterin aldolase
ygiH,3202335,3202952,+,Function unknown
ygiP,3202965,3203897,-,Function unknown
ttdA,3204104,3205015,+,L-Tartrate dehydratase subunit
ttdB,3205012,3205617,+,L-Tartrate dehydratase subunit
ygjE,3205665,3207128,+,Function unknown
ygjD,3207171,3208184,-,Function unknown
rpsU,3208422,3208637,+,30S ribosomal subunit protein S21
dnaG,3208748,3210493,+,Primase; primer synthesis for leading- and lagging-strand synthesis
rpoD,3210688,3212529,+,"RNA polymerase, sigma-subunit, initiates most exponential phase transcription; sigma 70"
mug,3212608,3213114,-,DNA-glycosylase G:T/U mismatch-specific uracil DNA-glycosylase
ileX,3213239,3213314,+,Isoleucine tRNA2
yqjH,3213368,3214132,-,Function unknown
yqjI,3214420,3215043,+,Function unknown
aer,3215197,3216717,-,"Flavoprotein, mediates positive aerotactic responses; signal transducer"
ygjG,3217225,3218514,+,Function unknown
ygjH,3218556,3218888,-,Function unknown
ebgR,3219107,3220090,+,Regulatory gene from ebg cryptic operon
ebgA,3220274,3223366,+,Cryptic beta-galactoside utilization
ebgC,3223363,3223812,+,"Phospho-beta-D-galactosidase, beta-subunit; cryptic gene"
ygjI,3223875,3225308,+,Function unknown
ygjJ,3225442,3226512,+,Function unknown
ygjK,3226529,3228880,+,Function unknown
fadH,3229306,3231324,+,"2,4-Dienoyl CoA reductase"
ygjM,3231369,3231785,-,Function unknown
ygjN,3231782,3232096,-,Function unknown
ygjO,3232380,3233516,-,Function unknown
ygjP,3233565,3234104,+,Function unknown
ygjQ,3234181,3234873,+,Function unknown
ygjR,3234952,3235938,+,Function unknown
