ID,K-12 gene namea,dN (average),dS (average),HTGb,H-NS bindingc,H-NS binding (excluded genes in which H-NS-bound regions were restricted at the 3' end and length is less than 10% of total gene length)d,Genes included in transcriptional units H-NS bounde,Transcription unit namef
2099,wcaB,0.007049612,0.099106826,x,FALSE,FALSE,TRUE,wza-wzb-wzc-wcaAB
2100,wcaA,0.006351384,0.164871207,x,FALSE,FALSE,TRUE,wza-wzb-wzc-wcaAB
2101,wza,0.011000332,0.111548897,x,TRUE,TRUE,TRUE,wza-wzb-wzc
2102,yegH,0.002969103,0.0783,x,TRUE,TRUE,TRUE,yegH
2103,yegQ,0.001218826,0.076464784,l/n,TRUE,FALSE,FALSE, 
2104,yegR,0.010281506,0.063042525,H/L/N,TRUE,TRUE,FALSE, 
2105,yegS,0.004562126,0.063701329,h/L/n,TRUE,TRUE,TRUE,yegS
2106,fbaB,0.000894352,0.079250055,x,FALSE,FALSE,FALSE, 
2107,yegT,0.003106755,0.064454264,x,FALSE,FALSE,FALSE, 
2108,yegV,0.006268106,0.058144629,x,FALSE,FALSE,FALSE, 
2109,yehS,0.001557032,0.034118937,x,FALSE,FALSE,FALSE, 
2110,yohD,0.002965781,0.055201329,x,FALSE,FALSE,FALSE, 
2111,yohK,0.000859358,0.053097342,x,FALSE,FALSE,FALSE, 
2112,mglB,0.000440532,0.048319934,x,TRUE,TRUE,TRUE,mglBAC
2113,folE,9.30E-05,0.04699701,x,FALSE,FALSE,FALSE, 
2114,yeiH,0.000380066,0.01899402,x,FALSE,FALSE,FALSE, 
2115,yeiN,0.008409967,0.322520377,n,TRUE,TRUE,TRUE,pscG
2116,fruK,0.000206202,0.025722038,x,FALSE,FALSE,FALSE, 
2117,yeiP,0,0.028271761,N,FALSE,FALSE,FALSE, 
2118,yeiR,0.006621152,0.061757697,n,TRUE,FALSE,FALSE, 
2119,yejA,0.004180177,0.062671982,x,FALSE,FALSE,FALSE, 
2120,rplY,0.007914729,0.014199779,x,FALSE,FALSE,FALSE, 
2121,ccmD,0,0.032594241,x,FALSE,FALSE,FALSE, 
2122,napF,0.001712292,0.01543887,N,FALSE,FALSE,TRUE,napFDAGHBC
2123,ada,0.007833776,0.100271318,N,FALSE,FALSE,FALSE, 
2124,ompC,0.02181938,0.150623477,x,TRUE,TRUE,TRUE,ompC
2125,yfaE,0.002682281,0.106071318,x,FALSE,FALSE,TRUE,nrdAB-yfaE
2126,yfaZ,0.010772425,0.162795349,x,TRUE,TRUE,TRUE,yfaZ
2127,yfbG,0.006160576,0.071442082,x,FALSE,FALSE,TRUE,arnBCADTEF
2128,yfbW,0.00800454,0.037166667,n,FALSE,FALSE,TRUE,arnBCADTEF
2129,pmrD,0.010705316,0.047406755,N,FALSE,FALSE,FALSE, 
2130,elaB,0,0.04484629,x,FALSE,FALSE,FALSE, 
2131,yfbU,0.00024186,0.043578848,n,FALSE,FALSE,FALSE, 
2132,pta,0.001418051,0.046271318,x,FALSE,FALSE,FALSE, 
2133,yfcC,0.000982946,0.047017276,x,FALSE,FALSE,FALSE, 
2134,yfcD,0,0.037160687,x,FALSE,FALSE,FALSE, 
2135,yfcF,0.00474773,0.049164895,x,FALSE,FALSE,FALSE, 
2136,flk,0.0163866,0.037774216,x,FALSE,FALSE,FALSE, 
2137,yfcL,0.0024701,0.07674928,x,FALSE,FALSE,TRUE,yfcUTSRQPO
2138,yfcM,0.004913068,0.161936323,x,FALSE,FALSE,TRUE,yfcUTSRQPO
2139,yfcN,0.006013178,0.391028239,h/n,FALSE,FALSE,FALSE, 
2140,yfcZ,0.00293134,0.044572647,x,FALSE,FALSE,TRUE,yfdF
2141,ypdB,0.000895017,0.082911074,x,FALSE,FALSE,FALSE, 
2142,ypdH,0.001169435,0.070903765,x,FALSE,FALSE,FALSE, 
2143,ypeC,0.00276412,0.093675305,x,FALSE,FALSE,FALSE, 
2144,cysZ,0.001270653,0.057482171,n,FALSE,FALSE,FALSE, 
2145,ptsH,0,0.00539845,x,FALSE,FALSE,FALSE, 
2146,yfeK,0.007514286,0.160608527,l/n,FALSE,FALSE,FALSE, 
2147,yfeZ,0.008698339,0.092094241,n,FALSE,FALSE,FALSE, 
2148,eutC,0.003257918,0.086946733,x,FALSE,FALSE,FALSE, 
2149,eutB,0.000837874,0.107109413,h,FALSE,FALSE,FALSE, 
2150,eutA,0.005761905,0.078570875,H,FALSE,FALSE,FALSE, 
2151,cchA,0,0.024808306,h,FALSE,FALSE,TRUE,eutSPQTDM
2152,yfgD,0.005880731,0.051320044,x,FALSE,FALSE,FALSE, 
2153,yfgI,0.004288372,0.078841639,l/n,FALSE,FALSE,TRUE,yfgHI
2154,xseA,0.027193909,0.289025803,l/n,FALSE,FALSE,FALSE, 
2155,yfhJ,0.005146733,0.063984275,x,FALSE,FALSE,FALSE, 
2156,suhB,7.91E-05,0.038070875,x,FALSE,FALSE,FALSE, 
2157,yfhR,0.004960687,0.074213068,n,FALSE,FALSE,FALSE, 
2158,glyA,0.000368992,0.059648283,x,FALSE,FALSE,FALSE, 
2159,nadB,0.007388372,0.090290698,n,FALSE,FALSE,FALSE, 
2160,yfiQ,0.003331783,0.079757364,n,FALSE,FALSE,FALSE, 
2161,yfiM,0.012006202,0.059849059,n,FALSE,FALSE,FALSE, 
2162,yfiA,0.000353599,0.007481949,x,FALSE,FALSE,FALSE, 
2163,yfjD,0.001910299,0.169097785,x,FALSE,FALSE,FALSE, 
2164,grpE,0.000698671,0.064884053,x,FALSE,FALSE,FALSE, 
2165,nrdF,0.005953931,0.084850941,x,TRUE,TRUE,TRUE,nrdHIEF
2166,emrA,0.00070897,0.057216833,x,FALSE,FALSE,FALSE, 
2167,luxS,0.002499003,0.027671539,x,FALSE,FALSE,FALSE, 
2168,yqaA,0.01472536,0.042339203,N,FALSE,FALSE,FALSE, 
2169,csrA,0,0.003049834,x,FALSE,FALSE,FALSE, 
2170,alaS,0.002550941,0.042097121,x,FALSE,FALSE,FALSE, 
2171,srlB,0.006086268,0.041103212,x,FALSE,FALSE,FALSE, 
2172,srlD,0.0034732,0.077292137,x,FALSE,FALSE,FALSE, 
2173,gutM,0.006078848,0.021699003,x,FALSE,FALSE,FALSE, 
2174,srlR,0.003191694,0.136549391,x,FALSE,FALSE,FALSE, 
2175,norV,0.002524031,0.067857143,x,FALSE,FALSE,FALSE, 
2176,ygcP,0.002236766,0.112760133,N,FALSE,FALSE,FALSE, 
2177,ygcR,0.017366445,0.069272204,x,FALSE,FALSE,FALSE, 
2178,rumA,0.004479513,0.040901993,x,FALSE,FALSE,FALSE, 
2179,fucK,0.003881174,0.048555039,n,FALSE,FALSE,TRUE,fucPIKUR
2180,ppdA,0.004846512,0.034152713,N,FALSE,FALSE,FALSE, 
2181,araE,0.000882392,0.060686932,x,TRUE,TRUE,TRUE,araE
2182,xdhC,0.006082835,0.113517165,l/n,FALSE,FALSE,TRUE,xdhABC
2183,ygeW,0.000562791,0.08565227,l/n,TRUE,TRUE,TRUE,ygeW
2184,ygeX,0.000796678,0.056436988,x,FALSE,FALSE,FALSE, 
2185,yqeA,0.001900443,0.075742082,x,FALSE,FALSE,FALSE, 
2186,ygfK,0.003867553,0.072462348,l/n,TRUE,TRUE,TRUE,ygfK-ssnA
2187,ygfS,0.007113178,0.066753821,n,FALSE,FALSE,TRUE,ygfTS
2188,ygfX,0.004069435,0.068900775,x,FALSE,FALSE,FALSE, 
2189,yqfB,0.005318715,0.051771096,x,FALSE,FALSE,FALSE, 
2190,ygfA,0.004119269,0.115770653,N,FALSE,FALSE,TRUE,scpA-argK-scpBC
2191,cmtB,0.01448959,0.077000886,H/L/N,TRUE,TRUE,TRUE,cmtBA-yggPFDC
2192,yggS,0.001335216,0.036244408,x,FALSE,FALSE,FALSE, 
2193,yggU,0.003537984,0.045942857,x,FALSE,FALSE,FALSE, 
2194,yggX,0.000611296,0.029260797,x,FALSE,FALSE,FALSE, 
2195,yqgA,0.005758029,0.094972425,n,FALSE,FALSE,FALSE, 
2196,hybG,0.000246512,0.052115172,x,FALSE,FALSE,TRUE,hybOABCDEFG
2197,yghW,0.000946844,0.022667774,x,TRUE,TRUE,TRUE,yghW
2198,yghZ,0.003941528,0.051590587,x,FALSE,FALSE,FALSE, 
2199,yqhG,0.01017763,0.046462016,L/N,FALSE,FALSE,FALSE, 
2200,sufI,0.000502215,0.053715725,x,FALSE,FALSE,FALSE, 
2201,qseC,0.007065891,0.067460797,l/n,TRUE,TRUE,TRUE,qseBC
2202,mdaB,0.00091639,0.067150055,l/n,TRUE,TRUE,TRUE,mdaB
2203,ygiN,0.003785714,0.107192913,x,FALSE,FALSE,TRUE,ygiN
2204,yqiC,0.057711849,0.2115268,h/l/N,TRUE,TRUE,TRUE,yqiC
2205,glgS,0.003223256,0.158574529,H/L/n,TRUE,TRUE,TRUE,glgS
2206,yqiJ,0.010124806,0.087941528,H/L/N,TRUE,TRUE,TRUE,yqiJK
2207,ttdB,0.001587154,0.099482503,x,FALSE,FALSE,TRUE,ttdABT
2208,rpsU,0,0,x,FALSE,FALSE,FALSE, 
2209,ygjF,0.00320299,0.057907641,N,FALSE,FALSE,FALSE, 
2210,aer,0.003945515,0.057295681,x,FALSE,FALSE,FALSE, 
2211,ygjH,0.003596899,0.055655592,x,FALSE,FALSE,FALSE, 
2212,ygjK,0.006150277,0.111992802,x,FALSE,FALSE,TRUE,ygjJK
2213,ygjP,0.003242082,0.113175637,x,FALSE,FALSE,FALSE, 
2214,ygjQ,0.023328571,0.213650609,x,FALSE,FALSE,FALSE, 
2215,ygjR,0.005917497,0.136266224,x,FALSE,FALSE,FALSE, 
2216,exuT,0.001957697,0.076610631,x,FALSE,FALSE,FALSE, 
2217,yqjK,0.001983389,0.055728904,x,FALSE,FALSE,FALSE, 
2218,yqjG,0.003951606,0.093966224,x,TRUE,FALSE,FALSE, 
2219,yhaO,0.002630122,0.036083832,x,FALSE,FALSE,TRUE,yhaOM
2220,tdcA,0.000865116,0.033946733,H/L/N,TRUE,TRUE,TRUE,tdcABCDEFG
2221,agaA,0.008790033,0.035845183,x,FALSE,FALSE,FALSE, 
2222,yraM,0.008021705,0.066052049,n,FALSE,FALSE,FALSE, 
2223,yhbQ,0.007979623,0.092351163,n,FALSE,FALSE,FALSE, 
2224,ftsH,0.000212403,0.033774972,x,FALSE,FALSE,FALSE, 
2225,yrbA,0,0.010113178,N,FALSE,FALSE,FALSE, 
2226,yrbC,0.001874419,0.037198671,n,FALSE,FALSE,FALSE, 
2227,gltB,0.001110078,0.122059136,x,FALSE,FALSE,FALSE, 
2228,yhcN,0.000463123,0.034241307,L,FALSE,FALSE,TRUE,yhcN
2229,yhcO,0.001220377,0.030378405,L,FALSE,FALSE,FALSE, 
2230,yhdT,0.0038,0.043995681,x,FALSE,FALSE,FALSE, 
2231,envR,0.003993909,0.061096567,l/N,TRUE,TRUE,TRUE,envR
2232,acrE,0.002429014,0.035011074,n,TRUE,TRUE,TRUE,acrEF
2233,yhdW,0.001593134,0.101851717,x,FALSE,FALSE,TRUE,yhdWXYZ
2234,yhdX,0.005496235,0.098371429,x,FALSE,FALSE,TRUE,yhdWXYZ
2235,yhdY,0.008426578,0.063273754,n,FALSE,FALSE,TRUE,yhdWXYZ
2236,aroE,0.009443189,0.070663898,N,FALSE,FALSE,FALSE, 
2237,trkA,0.000139203,0.032516168,x,TRUE,FALSE,FALSE, 
2238,rpmD,0,0.00104186,x,FALSE,FALSE,FALSE, 
2239,rpmC,0,0,x,FALSE,FALSE,FALSE, 
2240,rpsS,0,0.014205094,N,FALSE,FALSE,FALSE, 
2241,rplW,0,0.003685161,x,FALSE,FALSE,FALSE, 
2242,bfr,0.049749391,0.674678627,N,TRUE,TRUE,TRUE,bfr
2243,yheN,0.014839978,0.10593732,x,FALSE,FALSE,FALSE, 
2244,yheS,0.001044961,0.058293909,x,FALSE,FALSE,FALSE, 
2245,yhfL,0.000376744,0.043352713,x,TRUE,TRUE,TRUE,yhfL
2246,damX,0.003278959,0.050979291,x,FALSE,FALSE,FALSE, 
2247,yrfB,0.002749502,0.03516567,N,FALSE,FALSE,FALSE, 
2248,yrfD,0.013513068,0.068377519,x,FALSE,FALSE,FALSE, 
2249,glpR,0.008320598,0.171896013,x,FALSE,FALSE,FALSE, 
2250,glpD,0.005450609,0.139534994,l/n,FALSE,FALSE,FALSE, 
2251,yhhY,0.031464009,0.164474751,l/N,TRUE,TRUE,TRUE,yhhY
2252,yhhP,0.002335991,0.175634441,x,FALSE,FALSE,FALSE, 
2253,rbbA,0.002895681,0.112325581,x,FALSE,FALSE,TRUE,yhiJ
2254,slp,0.000305648,0.033300664,H/L/n,TRUE,TRUE,TRUE,slp-dctR
2255,gadX,0.019267553,0.104975637,H/L/N,TRUE,TRUE,TRUE,gadX
2256,yhjA,0.003636213,0.044815836,x,TRUE,TRUE,TRUE,yhjA
2257,bcsE,0.004901993,0.041981617,l,TRUE,TRUE,TRUE,bcsEFG
2258,yhjV,0.006041417,0.052057697,x,TRUE,TRUE,FALSE, 
2259,tag,0.00459557,0.07401196,N,FALSE,FALSE,FALSE, 
2260,yiaG,0.000418605,0.016228682,N,TRUE,TRUE,TRUE,yiaG
2261,yiaH,0.008388151,0.087008084,l/n,TRUE,TRUE,TRUE,wecH
2262,ulaE,0.00233887,0.134820266,x,FALSE,FALSE,TRUE,ulaABCDEF
2263,aldB,0.001745736,0.111345293,x,FALSE,FALSE,FALSE, 
2264,yibL,0.000789369,0.21285969,x,TRUE,FALSE,FALSE, 
2265,grxC,0.000242746,0.059007087,x,FALSE,FALSE,FALSE, 
2266,yibD,0.005650388,0.064189701,N,TRUE,TRUE,TRUE,yibD
2267,rfaY,0.21558361,0.195160829,H/L/N,TRUE,TRUE,TRUE,waaY-rfaZ
2268,rfaI,0.25216722,0.033562865,H/l/n,TRUE,TRUE,TRUE,waaQGP-rfaS-waaBIJY-rfaZ-waaK
2269,coaD,0.002406534,0.033414064,x,FALSE,FALSE,TRUE,waaA-coaD
2270,rpmG,0.0114,0.016977852,x,FALSE,FALSE,FALSE, 
2271,rpmB,0,0.006232558,x,FALSE,FALSE,FALSE, 
2272,yicI,0.005193798,0.07544175,x,FALSE,FALSE,TRUE,yicJI
2273,yicL,0.004101883,0.080970986,N,TRUE,TRUE,TRUE,yicL
2274,yicS,0.039564563,0.244147841,n,TRUE,TRUE,TRUE,yicS
2275,ilvN,0.000204651,0.122448062,x,FALSE,FALSE,FALSE, 
2276,yidQ,0.017821152,0.209867996,N,FALSE,FALSE,FALSE, 
2277,yidX,0.124535991,0.578681063,H/L/N,FALSE,FALSE,FALSE, 
2278,dnaA,0.000530454,0.043653931,x,FALSE,FALSE,FALSE, 
2279,yieE,0.004740532,0.038443854,l/N,FALSE,FALSE,FALSE, 
2280,atpC,0.000425249,0.00174485,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
2281,atpH,0.000664452,0.019743743,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
2282,atpF,0.000494352,0.014638981,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
2283,atpE,0,0.002238981,x,FALSE,FALSE,TRUE,atpIBEFHAGDC
2284,rbsD,0.005106866,0.023374197,x,FALSE,FALSE,FALSE, 
2285,rbsC,0.004606645,0.052987929,x,FALSE,FALSE,FALSE, 
2286,hsrA,0.002575305,0.039840864,x,FALSE,FALSE,FALSE, 
2287,ilvM,0,0.019270653,x,FALSE,FALSE,FALSE, 
2288,ilvC,0.001881728,0.149680177,x,FALSE,FALSE,FALSE, 
2289,gpp,0.002122924,0.056647619,x,FALSE,FALSE,FALSE, 
2290,trxA,0.000363234,0.010281285,n,FALSE,FALSE,FALSE, 
2291,yigA,0.002361794,0.08154186,x,FALSE,FALSE,FALSE, 
2292,yigE,0.008615836,0.035008749,N,FALSE,FALSE,FALSE, 
2293,rarD,0.001306977,0.097508084,l/n,TRUE,TRUE,TRUE,rarD
2294,recQ,0.000853488,0.118096788,x,FALSE,FALSE,FALSE, 
2295,ysgA,0.005156035,0.083543632,N,FALSE,FALSE,FALSE, 
2296,mobB,0.006363677,0.072395017,n,FALSE,FALSE,FALSE, 
2297,yihD,0.000455814,0.049673422,n,FALSE,FALSE,FALSE, 
2298,yihF,0.009419158,0.041785714,L/n,TRUE,TRUE,TRUE,rrsA-ileT-alaT-rrlA-rrfA
2299,yihG,0.014233887,0.052211517,l,TRUE,TRUE,TRUE,yihG
2300,polA,0.001662237,0.044864673,x,FALSE,FALSE,TRUE,polA
2301,glnL,0.001562791,0.06034928,x,FALSE,FALSE,FALSE, 
2302,yiiD,0.000837209,0.124876412,l/n,TRUE,TRUE,TRUE,yihXY-dtd-yiiD
2303,yiiL,0.010522481,0.177277741,x,TRUE,TRUE,TRUE,rhaM
2304,rhaS,0.00380454,0.068777519,x,FALSE,FALSE,FALSE, 
2305,rhaR,0.003802215,0.037021816,x,FALSE,FALSE,FALSE, 
2306,yiiS,0.00149103,0.03021196,n,TRUE,TRUE,TRUE,yiiS-uspD
2307,glpK,0.001595903,0.091776966,n,FALSE,FALSE,FALSE, 
2308,yiiU,0.011274419,0.024090919,n,FALSE,FALSE,FALSE, 
2309,rraA,0,0.014077409,x,FALSE,FALSE,FALSE, 
2310,cytR,0.000300443,0.039313068,x,FALSE,FALSE,FALSE, 
2311,frwB,0.000372315,0.162508749,x,FALSE,FALSE,FALSE, 
2312,murB,0.008866224,0.075223256,L/n,FALSE,FALSE,FALSE, 
2313,birA,0.005040864,0.11796124,L/N,TRUE,TRUE,TRUE,rrsB-gltT-rrlB-rrfB
2314,coaA,0.000186047,0.036983278,L/n,TRUE,TRUE,TRUE,coaA
2315,thiF,0.008346512,0.056676633,h,FALSE,FALSE,FALSE, 
2316,yjaB,0.011930897,0.092694906,l/N,FALSE,FALSE,FALSE, 
2317,yjbD,0.00385072,0.091851052,x,TRUE,TRUE,TRUE,pagB
2318,qor,0.002809302,0.072347951,n,FALSE,FALSE,FALSE, 
2319,aphA,0.003272425,0.05400598,x,TRUE,TRUE,TRUE,aphA
2320,yjcB,0.00425227,0.070841196,N,FALSE,FALSE,TRUE,yjcB
2321,yjcC,0.00945526,0.072704762,N,TRUE,TRUE,TRUE,yjcC
2322,soxS,0.000190698,0.065079956,N,TRUE,TRUE,TRUE,soxS
2323,yjcH,0.002983499,0.067324031,x,FALSE,FALSE,FALSE, 
2324,nrfE,0.008995792,0.090719601,x,FALSE,FALSE,FALSE, 
2325,nrfF,0.011215615,0.069929679,x,FALSE,FALSE,FALSE, 
2326,phnI,0.005830233,0.198893023,H/L,FALSE,FALSE,FALSE, 
2327,phnB,0.004834441,0.109146512,h/L,FALSE,FALSE,FALSE, 
2328,yjdA,0.008392248,0.044636213,l/n,TRUE,TRUE,TRUE,yjdA-yjcZ
2329,yjdF,0.007556368,0.106239646,n,FALSE,FALSE,FALSE, 
2330,dcuB,0.000153821,0.031193798,n,TRUE,TRUE,TRUE,dcuB-fumB
2331,yjdL,0.003293688,0.05371495,x,TRUE,FALSE,FALSE, 
2332,yjdC,0.000619158,0.035251606,l/n,FALSE,FALSE,FALSE, 
2333,cutA,0.00220598,0.01722979,N,FALSE,FALSE,FALSE, 
2334,yjeI,0.000672425,0.040062901,x,FALSE,FALSE,FALSE, 
2335,orn,0.000701661,0.075513843,x,FALSE,FALSE,FALSE, 
2336,yjeS,0.004206866,0.084489369,x,FALSE,FALSE,FALSE, 
2337,rnr,0.001384828,0.071109524,n,FALSE,FALSE,FALSE, 
2338,yjfC,0.005024363,0.10516124,n,FALSE,FALSE,TRUE,yjfKLMC
2339,yjfN,0.000227907,0.002191694,n,FALSE,FALSE,FALSE, 
2340,ulaF,0.005913178,0.185417386,n,FALSE,FALSE,TRUE,ulaABCDEF
2341,yjfY,0.001768328,0.109644408,N,FALSE,FALSE,FALSE, 
2342,rpsR,0.000274419,0,n,FALSE,FALSE,TRUE,yjfZ
2343,rplI,0,0.009269435,l/n,FALSE,FALSE,TRUE,yjfZ
2344,ytfB,0.013405094,0.060155177,l/n,TRUE,TRUE,TRUE,ytfB
2345,cpdB,0.003634109,0.072593023,x,FALSE,FALSE,TRUE,cysQ
2346,argI,0.014526689,0.221459801,l/n,TRUE,TRUE,TRUE,argI
2347,uxuB,0.002115504,0.089679402,x,FALSE,FALSE,FALSE, 
2348,yjiG,0.00080443,0.063953821,x,FALSE,FALSE,FALSE, 
2349,yjiL,0.005889922,0.066518162,l/n,FALSE,FALSE,FALSE, 
2350,yjiM,0.00514031,0.093443411,x,FALSE,FALSE,FALSE, 
2351,tsr,0.003027353,0.059094352,x,FALSE,FALSE,FALSE, 
2352,yjjN,0.003074529,0.075268106,n,TRUE,TRUE,TRUE,yjjN
2353,holD,0.003990919,0.035146179,x,FALSE,FALSE,FALSE, 
2354,yjjX,0.007082503,0.0611866,x,FALSE,FALSE,FALSE, 
2355,ytjC,0.002083389,0.051611406,x,FALSE,FALSE,FALSE, 
2356,yjtD,0.010057364,0.04919701,l/n,FALSE,FALSE,FALSE, 
2357,ybhM,0.028432447,0.124169989,H/L/N,TRUE,TRUE,TRUE,ybhM
2358,ychJ,0.010399668,0.038715947,L/N,FALSE,FALSE,FALSE, 
2359,yeiA,0.00346567,0.081683499,x,FALSE,FALSE,TRUE,preTA
2360,evgS,0.008838427,0.083397674,H/L/N,TRUE,TRUE,TRUE,evgAS
2361,oxc,0.001537984,0.050584053,H/l/n,TRUE,TRUE,TRUE,oxc
2362,ndk,0.001804651,0.059534109,x,FALSE,FALSE,FALSE, 
2363,yhbP,0.008185161,0.106065227,N,FALSE,FALSE,FALSE, 
2364,xylR,0.001316279,0.091144297,n,FALSE,FALSE,TRUE,xylFGHR
2365,yjfI,0.003485382,0.057995903,H/L/N,TRUE,TRUE,TRUE,nsrR-rnr-rlmB-yjfI
2366,yaaW,0.003371196,0.077469338,n,FALSE,FALSE,FALSE, 
2367,rihC,0.009324739,0.235767596,x,FALSE,FALSE,FALSE, 
2368,caiB,0.002524623,0.075043206,x,FALSE,FALSE,TRUE,caiTABCDE
2369,aceF,0.001666202,0.054989431,x,FALSE,FALSE,FALSE, 
2370,yadK,0.260642741,0.581868266,H/L/N,TRUE,TRUE,TRUE,yadMLKC
2371,yafP,0.025245877,0.108905807,H/L/N,TRUE,TRUE,TRUE,dinB-yafNOP
2372,ykgA,0.019715796,0.079535308,H/L/N,TRUE,TRUE,FALSE, 
2373,betA,0.00738583,0.159123229,h/l/n,TRUE,TRUE,TRUE,betA
2374,betB,0.006221951,0.103104762,x,FALSE,FALSE,FALSE, 
2375,betI,0.006522067,0.082642276,x,FALSE,FALSE,FALSE, 
2376,yahA,0.019132753,0.160146922,N,TRUE,TRUE,TRUE,yahA
2377,yahD,0.007731243,0.098777816,H/L/N,TRUE,TRUE,TRUE,yahDEFG
2378,yahE,0.018092567,0.081437282,h/L/N,TRUE,TRUE,TRUE,yahDEFG
2379,yahO,0.005437398,0.117709059,L/n,TRUE,TRUE,TRUE,yahO
2380,yaiA,0.002094077,0.023488269,L/N,FALSE,FALSE,FALSE, 
2381,yaiE,0,0.041754588,l,TRUE,TRUE,TRUE,yaiE
2382,ybaJ,0.000161905,0.018182695,L/N,TRUE,TRUE,TRUE,tomB-hha
2383,ybaM,0.027467596,0.110042276,x,FALSE,FALSE,FALSE, 
2384,tesA,0.001253194,0.03195842,x,FALSE,FALSE,TRUE,ybbB
2385,hyi,0.004683856,0.076750523,x,TRUE,TRUE,TRUE,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK
2386,ybbY,0.001529268,0.070239954,N,TRUE,TRUE,TRUE,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK
2387,ppiB,0.002627178,0.035899768,x,FALSE,FALSE,FALSE, 
2388,ybcH,0.007125319,0.07130151,l/n,TRUE,TRUE,TRUE,ybcH
2389,ybdZ,0.015907666,0.044484785,x,FALSE,FALSE,FALSE, 
2390,fepE,0.015764111,0.126510453,N,TRUE,TRUE,TRUE,fes-ybdZ-entF-fepE
2391,ybdM,0.004709524,0.080273055,n,TRUE,TRUE,TRUE,ybdM
2392,ybeB,0,0.029837282,x,FALSE,FALSE,FALSE, 
2393,ybfN,0.009616376,0.092849245,n,FALSE,FALSE,TRUE,chiP-ybfN
2394,ybhA,0.002074564,0.049422648,x,FALSE,FALSE,FALSE, 
2395,ybiJ,0.00208525,0.050100348,x,FALSE,FALSE,FALSE, 
2396,yliE,0.005055749,0.097571893,L/N,TRUE,TRUE,TRUE,yliEF
2397,macB,0.000947735,0.035319512,x,FALSE,FALSE,FALSE, 
2398,clpA,0.001141928,0.062525552,x,FALSE,FALSE,FALSE, 
2399,infA,0,0,x,FALSE,FALSE,FALSE, 
2400,ycaR,0.001026132,0.051822764,x,FALSE,FALSE,FALSE, 
2401,yccX,0.01148583,0.110302671,x,FALSE,FALSE,FALSE, 
2402,yccJ,0.001059233,0.015755865,x,FALSE,FALSE,TRUE,wrbA-yccJ
2403,wrbA,0.001164344,0.044553194,x,TRUE,TRUE,TRUE,wrbA-yccJ
2404,ycdW,0.004740883,0.045342857,L/N,TRUE,TRUE,TRUE,ghrA
2405,ycdZ,0.006139837,0.040364925,l,FALSE,FALSE,FALSE, 
2406,csgA,0.011062834,0.205586179,h/L/n,TRUE,TRUE,TRUE,csgBAC
2407,csgC,0.006817886,0.02851417,H/L/N,TRUE,TRUE,TRUE,csgBAC
2408,yceK,0.004132753,0.077927642,x,FALSE,FALSE,FALSE, 
2409,acpP,0,0.004125436,x,FALSE,FALSE,FALSE, 
2410,ycfX,0.002889199,0.051383508,x,FALSE,FALSE,FALSE, 
2411,cobB,0.000852962,0.108708479,l/n,TRUE,TRUE,TRUE,nagK-cobB
2412,dhaH,0.007024623,0.039701626,x,TRUE,FALSE,FALSE, 
2413,dhaK,0.003762137,0.040237747,x,FALSE,FALSE,FALSE, 
2414,yciC,0.002672474,0.029720209,x,FALSE,FALSE,TRUE,yciCB
2415,osmB,0.000899419,0.069107201,L,TRUE,TRUE,TRUE,osmB
2416,ycjZ,0.003644715,0.033489547,L/N,TRUE,TRUE,TRUE,ycjZ
2417,ynaJ,0,0.021056911,l/n,TRUE,TRUE,TRUE,ynaJ
2418,aldA,0.002944367,0.056255401,n,FALSE,FALSE,FALSE, 
2419,ydcK,0.010069106,0.053747967,N,FALSE,FALSE,FALSE, 
2420,tehB,0.006052149,0.049929965,n,TRUE,TRUE,TRUE,tehAB
2421,yncE,0.004243322,0.045964228,x,FALSE,FALSE,FALSE, 
2422,narW,0.011710918,0.154256794,x,FALSE,FALSE,FALSE, 
2423,fdnH,0.002975494,0.033009524,x,FALSE,FALSE,TRUE,fdnGHI
2424,ydeM,0.003752729,0.047733798,H/L/N,TRUE,TRUE,TRUE,ydeM
2425,tam,0.014196864,0.09606748,n,FALSE,FALSE,TRUE,lsrACDBFG-tam
2426,marB,0.024220906,0.09653554,N,FALSE,FALSE,FALSE, 
2427,dcp,0.005453194,0.076735075,n,TRUE,TRUE,TRUE,dcp
2428,ynfH,0.009231243,0.044168177,n,FALSE,FALSE,FALSE, 
2429,asr,0.008229733,0.050159466,L,TRUE,TRUE,TRUE,asr
2430,uidB,0.001169222,0.042433217,n,TRUE,TRUE,TRUE,uidABC
2431,ydhI,0.003201742,0.034586527,N,FALSE,FALSE,FALSE, 
2432,ydhS,0.009148897,0.045224042,L/N,FALSE,FALSE,FALSE, 
2433,ydiM,0.007414053,0.094896632,N,TRUE,TRUE,TRUE,ydiM
2434,ydiP,0.002357607,0.08315482,L/N,TRUE,TRUE,TRUE,ydiP
2435,ydiD,0.007389779,0.077118118,x,TRUE,TRUE,TRUE,ydiQRST-fadK
2436,ydiE,0.00644216,0.026576074,N,FALSE,FALSE,FALSE, 
2437,yeaC,0.006408943,0.034511731,n,FALSE,FALSE,FALSE, 
