qseqid	sseqid	A_gene	B_gene
sp|P37641|YHJC_ECOLI	sp|P37641|YHJC_ECOLI	yhjC	yhjC
sp|P37642|YHJD_ECOLI	sp|P37642|YHJD_ECOLI	yhjD	yhjD
sp|P37643|YHJE_ECOLI	sp|P37643|YHJE_ECOLI	yhjE	yhjE
sp|P37645|YHJG_ECOLI	sp|P37645|YHJG_ECOLI	yhjG	yhjG
sp|P37646|PDEH_ECOLI	sp|P37646|PDEH_ECOLI	pdeH	pdeH
sp|P37647|KDGK_ECOLI	sp|P37647|KDGK_ECOLI	kdgK	kdgK
sp|P37648|YHJJ_ECOLI	sp|P37648|YHJJ_ECOLI	yhjJ	yhjJ
sp|P37649|PDEK_ECOLI	sp|P37649|PDEK_ECOLI	pdeK	pdeK
sp|P37650|BCSC_ECOLI	sp|P37650|BCSC_ECOLI	bcsC	bcsC
sp|P37651|GUN_ECOLI	sp|P37651|GUN_ECOLI	bcsZ	bcsZ
sp|P37652|BCSB_ECOLI	sp|P37652|BCSB_ECOLI	bcsB	bcsB
sp|P37653|BCSA_ECOLI	sp|P37653|BCSA_ECOLI	bcsA	bcsA
sp|P37657|BCSE_ECOLI	sp|P37657|BCSE_ECOLI	bcsE	bcsE
sp|P37659|BCSG_ECOLI	sp|P37659|BCSG_ECOLI	bcsG	bcsG
sp|P37660|YHJV_ECOLI	sp|P37660|YHJV_ECOLI	yhjV	yhjV
sp|P37661|EPTB_ECOLI	sp|P37661|EPTB_ECOLI	eptB	eptB
sp|P37662|YHJX_ECOLI	sp|P37662|YHJX_ECOLI	yhjX	yhjX
sp|P37663|YHJY_ECOLI	sp|P37663|YHJY_ECOLI	yhjY	yhjY
sp|P37664|YIAC_ECOLI	sp|P37664|YIAC_ECOLI	yiaC	yiaC
sp|P37665|YIAD_ECOLI	sp|P37665|YIAD_ECOLI	yiaD	yiaD
sp|P37666|GHRB_ECOLI	sp|P37666|GHRB_ECOLI	ghrB	ghrB
sp|P37669|WECH_ECOLI	sp|P37669|WECH_ECOLI	wecH	wecH
sp|P37671|YIAJ_ECOLI	sp|P37671|YIAJ_ECOLI	yiaJ	yiaJ
sp|P37672|DLGD_ECOLI	sp|P37672|DLGD_ECOLI	dlgD	dlgD
sp|P37673|YIAL_ECOLI	sp|P37673|YIAL_ECOLI	yiaL	yiaL
sp|P37674|YIAM_ECOLI	sp|P37674|YIAM_ECOLI	yiaM	yiaM
sp|P37675|YIAN_ECOLI	sp|P37675|YIAN_ECOLI	yiaN	yiaN
sp|P37676|YIAO_ECOLI	sp|P37676|YIAO_ECOLI	yiaO	yiaO
sp|P37677|LYXK_ECOLI	sp|P37677|LYXK_ECOLI	lyx	lyx
sp|P37678|SGBH_ECOLI	sp|P37678|SGBH_ECOLI	sgbH	sgbH
sp|P37679|SGBU_ECOLI	sp|P37679|SGBU_ECOLI	sgbU	sgbU
sp|P37680|SGBE_ECOLI	sp|P37680|SGBE_ECOLI	sgbE	sgbE
sp|P37681|YIAT_ECOLI	sp|P37681|YIAT_ECOLI	yiaT	yiaT
sp|P37682|YIAU_ECOLI	sp|P37682|YIAU_ECOLI	yiaU	yiaU
sp|P37683|YIAV_ECOLI	sp|P37683|YIAV_ECOLI	yiaV	yiaV
sp|P37685|ALDB_ECOLI	sp|P37685|ALDB_ECOLI	aldB	aldB
sp|P37686|ADH2_ECOLI	sp|P37686|ADH2_ECOLI	yiaY	yiaY
sp|P37689|GPMI_ECOLI	sp|P37689|GPMI_ECOLI	gpmI	gpmI
sp|P37690|ENVC_ECOLI	sp|P37690|ENVC_ECOLI	envC	envC
sp|P37691|YIBQ_ECOLI	sp|P37691|YIBQ_ECOLI	yibQ	yibQ
sp|P37692|RFAF_ECOLI	sp|P37692|RFAF_ECOLI	rfaF	rfaF
sp|P37744|RMLA1_ECOLI	sp|P37744|RMLA1_ECOLI	rfbA	rfbA
sp|P37745|RMLC_ECOLI	sp|P37745|RMLC_ECOLI	rfbC	rfbC
sp|P37746|RFBX_ECOLI	sp|P37746|RFBX_ECOLI	rfbX	rfbX
sp|P37747|GLF_ECOLI	sp|P37747|GLF_ECOLI	glf	glf
sp|P37748|RFC_ECOLI	sp|P37748|RFC_ECOLI	rfc	rfc
sp|P37749|WBBI_ECOLI	sp|P37749|WBBI_ECOLI	wbbI	wbbI
sp|P37750|WBBJ_ECOLI	sp|P37750|WBBJ_ECOLI	wbbJ	wbbJ
sp|P37751|WBBK_ECOLI	sp|P37751|WBBK_ECOLI	wbbK	wbbK
sp|P37757|YDDE_ECOLI	sp|P37757|YDDE_ECOLI	yddE	yddE
sp|P37758|NARU_ECOLI	sp|P37758|NARU_ECOLI	narU	narU
sp|P37759|RMLB1_ECOLI	sp|P37759|RMLB1_ECOLI	rfbB	rfbB
sp|P37760|RMLD_ECOLI	sp|P37760|RMLD_ECOLI	rfbD	rfbD
sp|P37765|RLUB_ECOLI	sp|P37765|RLUB_ECOLI	rluB	rluB
sp|P37766|YDIF_ECOLI	sp|P37766|YDIF_ECOLI	ydiF	ydiF
sp|P37767|YFHH_ECOLI	sp|P37767|YFHH_ECOLI	yfhH	yfhH
sp|P37769|KDUD_ECOLI	sp|P37769|KDUD_ECOLI	kduD	kduD
sp|P37772|YJFF_ECOLI	sp|P37772|YJFF_ECOLI	yjfF	yjfF
sp|P37773|MPL_ECOLI	sp|P37773|MPL_ECOLI	mpl	mpl
sp|P37774|TCYN_ECOLI	sp|P37774|TCYN_ECOLI	tcyN	tcyN
sp|P37794|CHBG_ECOLI	sp|P37794|CHBG_ECOLI	chbG	chbG
sp|P37902|GLTI_ECOLI	sp|P37902|GLTI_ECOLI	gltI	gltI
sp|P37903|USPF_ECOLI	sp|P37903|USPF_ECOLI	uspF	uspF
sp|P37906|PUUB_ECOLI	sp|P37906|PUUB_ECOLI	puuB	puuB
sp|P37908|YFJD_ECOLI	sp|P37908|YFJD_ECOLI	yfjD	yfjD
sp|P37909|YBGD_ECOLI	sp|P37909|YBGD_ECOLI	ybgD	ybgD
sp|P38035|RTCR_ECOLI	sp|P38035|RTCR_ECOLI	rtcR	rtcR
sp|P38036|CAS3_ECOLI	sp|P38036|CAS3_ECOLI	ygcB	ygcB
sp|P38038|CYSJ_ECOLI	sp|P38038|CYSJ_ECOLI	cysJ	cysJ
sp|P38051|MENF_ECOLI	sp|P38051|MENF_ECOLI	menF	menF
sp|P38052|SFMF_ECOLI	sp|P38052|SFMF_ECOLI	sfmF	sfmF
sp|P38054|CUSA_ECOLI	sp|P38054|CUSA_ECOLI	cusA	cusA
sp|P38055|YDJE_ECOLI	sp|P38055|YDJE_ECOLI	ydjE	ydjE
sp|P38097|DGCE_ECOLI	sp|P38097|DGCE_ECOLI	dgcE	dgcE
sp|P38101|EAMB_ECOLI	sp|P38101|EAMB_ECOLI	eamB	eamB
sp|P38104|RSPA_ECOLI	sp|P38104|RSPA_ECOLI	rspA	rspA
sp|P38105|RSPB_ECOLI	sp|P38105|RSPB_ECOLI	rspB	rspB
sp|P38134|ETK_ECOLI	sp|P38134|ETK_ECOLI	etk	etk
sp|P38135|FADK_ECOLI	sp|P38135|FADK_ECOLI	fadK	fadK
sp|P38392|SIEB_ECOLI	sp|P38392|SIEB_ECOLI	sieB	sieB
sp|P38393|KILR_ECOLI	sp|P38393|KILR_ECOLI	kilR	kilR
sp|P38394|YDAE_ECOLI	sp|P38394|YDAE_ECOLI	ydaE	ydaE
sp|P38489|NFSB_ECOLI	sp|P38489|NFSB_ECOLI	nfsB	nfsB
sp|P38506|XNI_ECOLI	sp|P38506|XNI_ECOLI	ygdG	ygdG
sp|P38521|YGGL_ECOLI	sp|P38521|YGGL_ECOLI	yggL	yggL
sp|P38683|TORT_ECOLI	sp|P38683|TORT_ECOLI	torT	torT
sp|P38684|TORR_ECOLI	sp|P38684|TORR_ECOLI	torR	torR
sp|P39099|DEGQ_ECOLI	sp|P39099|DEGQ_ECOLI	degQ	degQ
sp|P39160|UXUB_ECOLI	sp|P39160|UXUB_ECOLI	uxuB	uxuB
sp|P39161|UXUR_ECOLI	sp|P39161|UXUR_ECOLI	uxuR	uxuR
sp|P39163|CHAC_ECOLI	sp|P39163|CHAC_ECOLI	chaC	chaC
sp|P39165|YCHO_ECOLI	sp|P39165|YCHO_ECOLI	ychO	ychO
sp|P39172|ZNUA_ECOLI	sp|P39172|ZNUA_ECOLI	znuA	znuA
sp|P39173|YEAD_ECOLI	sp|P39173|YEAD_ECOLI	yeaD	yeaD
sp|P39176|ERFK_ECOLI	sp|P39176|ERFK_ECOLI	erfK	erfK
sp|P39177|USPG_ECOLI	sp|P39177|USPG_ECOLI	uspG	uspG
sp|P39180|AG43_ECOLI	sp|P39180|AG43_ECOLI	flu	flu
sp|P39187|YTFJ_ECOLI	sp|P39187|YTFJ_ECOLI	ytfJ	ytfJ
sp|P39196|LPLT_ECOLI	sp|P39196|LPLT_ECOLI	lplT	lplT
sp|P39199|PRMB_ECOLI	sp|P39199|PRMB_ECOLI	prmB	prmB
sp|P39206|CAIE_ECOLI	sp|P39206|CAIE_ECOLI	caiE	caiE
sp|P39208|IDNK_ECOLI	sp|P39208|IDNK_ECOLI	idnK	idnK
sp|P39212|INSN2_ECOLI	sp|P39212|INSN2_ECOLI	insN2	insN2
sp|P39220|YABP_ECOLI	sp|P39220|YABP_ECOLI	yabP	yabP
sp|P39221|YABQ_ECOLI	sp|P39221|YABQ_ECOLI	yabQ	yabQ
sp|P39263|YFCC_ECOLI	sp|P39263|YFCC_ECOLI	yfcC	yfcC
sp|P39264|FIMI_ECOLI	sp|P39264|FIMI_ECOLI	fimI	fimI
sp|P39265|ALSB_ECOLI	sp|P39265|ALSB_ECOLI	alsB	alsB
sp|P39267|YJCZ_ECOLI	sp|P39267|YJCZ_ECOLI	yjcZ	yjcZ
sp|P39270|YJDF_ECOLI	sp|P39270|YJDF_ECOLI	yjdF	yjdF
sp|P39274|YJDJ_ECOLI	sp|P39274|YJDJ_ECOLI	yjdJ	yjdJ
sp|P39276|DTPC_ECOLI	sp|P39276|DTPC_ECOLI	dtpC	dtpC
sp|P39277|YJEH_ECOLI	sp|P39277|YJEH_ECOLI	yjeH	yjeH
sp|P39279|YJEJ_ECOLI	sp|P39279|YJEJ_ECOLI	yjeJ	yjeJ
sp|P39280|EPMB_ECOLI	sp|P39280|EPMB_ECOLI	epmB	epmB
sp|P39282|YJEM_ECOLI	sp|P39282|YJEM_ECOLI	yjeM	yjeM
sp|P39283|YJEN_ECOLI	sp|P39283|YJEN_ECOLI	yjeN	yjeN
sp|P39284|YJEO_ECOLI	sp|P39284|YJEO_ECOLI	yjeO	yjeO
sp|P39285|MSCM_ECOLI	sp|P39285|MSCM_ECOLI	mscM	mscM
sp|P39286|RSGA_ECOLI	sp|P39286|RSGA_ECOLI	rsgA	rsgA
sp|P39288|QUEG_ECOLI	sp|P39288|QUEG_ECOLI	queG	queG
sp|P39293|YJFK_ECOLI	sp|P39293|YJFK_ECOLI	yjfK	yjfK
sp|P39295|YJFM_ECOLI	sp|P39295|YJFM_ECOLI	yjfM	yjfM
sp|P39297|BSMA_ECOLI	sp|P39297|BSMA_ECOLI	bsmA	bsmA
sp|P39298|YJFP_ECOLI	sp|P39298|YJFP_ECOLI	yjfP	yjfP
sp|P39300|ULAG_ECOLI	sp|P39300|ULAG_ECOLI	ulaG	ulaG
sp|P39301|ULAA_ECOLI	sp|P39301|ULAA_ECOLI	ulaA	ulaA
sp|P39304|ULAD_ECOLI	sp|P39304|ULAD_ECOLI	ulaD	ulaD
sp|P39305|ULAE_ECOLI	sp|P39305|ULAE_ECOLI	ulaE	ulaE
sp|P39306|ULAF_ECOLI	sp|P39306|ULAF_ECOLI	ulaF	ulaF
sp|P39308|YJFZ_ECOLI	sp|P39308|YJFZ_ECOLI	yjfZ	yjfZ
sp|P39309|YTFA_ECOLI	sp|P39309|YTFA_ECOLI	ytfA	ytfA
sp|P39310|YTFB_ECOLI	sp|P39310|YTFB_ECOLI	ytfB	ytfB
sp|P39314|YTFF_ECOLI	sp|P39314|YTFF_ECOLI	ytfF	ytfF
sp|P39315|QOR2_ECOLI	sp|P39315|QOR2_ECOLI	qorB	qorB
sp|P39317|YTFI_ECOLI	sp|P39317|YTFI_ECOLI	ytfI	ytfI
sp|P39321|TAMB_ECOLI	sp|P39321|TAMB_ECOLI	tamB	tamB
sp|P39325|YTFQ_ECOLI	sp|P39325|YTFQ_ECOLI	ytfQ	ytfQ
sp|P39328|YTFT_ECOLI	sp|P39328|YTFT_ECOLI	ytfT	ytfT
sp|P39332|YJGH_ECOLI	sp|P39332|YJGH_ECOLI	yjgH	yjgH
sp|P39333|BDCA_ECOLI	sp|P39333|BDCA_ECOLI	bdcA	bdcA
sp|P39334|BDCR_ECOLI	sp|P39334|BDCR_ECOLI	bdcR	bdcR
sp|P39336|YJGL_ECOLI	sp|P39336|YJGL_ECOLI	yjgL	yjgL
sp|P39337|YJGM_ECOLI	sp|P39337|YJGM_ECOLI	yjgM	yjgM
sp|P39338|YJGN_ECOLI	sp|P39338|YJGN_ECOLI	yjgN	yjgN
sp|P39342|YJGR_ECOLI	sp|P39342|YJGR_ECOLI	yjgR	yjgR
sp|P39343|IDNR_ECOLI	sp|P39343|IDNR_ECOLI	idnR	idnR
sp|P39344|IDNT_ECOLI	sp|P39344|IDNT_ECOLI	idnT	idnT
sp|P39346|IDND_ECOLI	sp|P39346|IDND_ECOLI	idnD	idnD
sp|P39347|INTB_ECOLI	sp|P39347|INTB_ECOLI	intB	intB
sp|P39351|YJGZ_ECOLI	sp|P39351|YJGZ_ECOLI	yjgZ	yjgZ
sp|P39352|YJHB_ECOLI	sp|P39352|YJHB_ECOLI	yjhB	yjhB
sp|P39353|YJHC_ECOLI	sp|P39353|YJHC_ECOLI	yjhC	yjhC
sp|P39356|YJHU_ECOLI	sp|P39356|YJHU_ECOLI	yjhU	yjhU
sp|P39357|YJHF_ECOLI	sp|P39357|YJHF_ECOLI	yjhF	yjhF
sp|P39358|YJHG_ECOLI	sp|P39358|YJHG_ECOLI	yjhG	yjhG
sp|P39359|YJHH_ECOLI	sp|P39359|YJHH_ECOLI	yjhH	yjhH
sp|P39360|YJHI_ECOLI	sp|P39360|YJHI_ECOLI	yjhI	yjhI
sp|P39361|SGCR_ECOLI	sp|P39361|SGCR_ECOLI	sgcR	sgcR
sp|P39362|SGCE_ECOLI	sp|P39362|SGCE_ECOLI	sgcE	sgcE
sp|P39363|SGCA_ECOLI	sp|P39363|SGCA_ECOLI	sgcA	sgcA
sp|P39364|SGCQ_ECOLI	sp|P39364|SGCQ_ECOLI	sgcQ	sgcQ
sp|P39365|SGCC_ECOLI	sp|P39365|SGCC_ECOLI	sgcC	sgcC
sp|P39366|SGCX_ECOLI	sp|P39366|SGCX_ECOLI	sgcX	sgcX
sp|P39367|YJHP_ECOLI	sp|P39367|YJHP_ECOLI	yjhP	yjhP
sp|P39368|YJHQ_ECOLI	sp|P39368|YJHQ_ECOLI	yjhQ	yjhQ
sp|P39369|YJHR_ECOLI	sp|P39369|YJHR_ECOLI	yjhR	yjhR
sp|P39370|NANS_ECOLI	sp|P39370|NANS_ECOLI	nanS	nanS
sp|P39371|NANM_ECOLI	sp|P39371|NANM_ECOLI	nanM	nanM
sp|P39374|YJIC_ECOLI	sp|P39374|YJIC_ECOLI	yjiC	yjiC
sp|P39375|IRAD_ECOLI	sp|P39375|IRAD_ECOLI	iraD	iraD
sp|P39376|YJIE_ECOLI	sp|P39376|YJIE_ECOLI	yjiE	yjiE
sp|P39377|IADA_ECOLI	sp|P39377|IADA_ECOLI	iadA	iadA
sp|P39379|YJIH_ECOLI	sp|P39379|YJIH_ECOLI	yjiH	yjiH
sp|P39380|KPTA_ECOLI	sp|P39380|KPTA_ECOLI	kptA	kptA
sp|P39381|YJIJ_ECOLI	sp|P39381|YJIJ_ECOLI	yjiJ	yjiJ
sp|P39382|YJIK_ECOLI	sp|P39382|YJIK_ECOLI	yjiK	yjiK
sp|P39383|YJIL_ECOLI	sp|P39383|YJIL_ECOLI	yjiL	yjiL
sp|P39384|YJIM_ECOLI	sp|P39384|YJIM_ECOLI	yjiM	yjiM
sp|P39385|YJIN_ECOLI	sp|P39385|YJIN_ECOLI	yjiN	yjiN
sp|P39386|MDTM_ECOLI	sp|P39386|MDTM_ECOLI	mdtM	mdtM
sp|P39389|YJIR_ECOLI	sp|P39389|YJIR_ECOLI	yjiR	yjiR
sp|P39390|YJIS_ECOLI	sp|P39390|YJIS_ECOLI	yjiS	yjiS
sp|P39391|YJIT_ECOLI	sp|P39391|YJIT_ECOLI	yjiT	yjiT
sp|P39394|SYME_ECOLI	sp|P39394|SYME_ECOLI	symE	symE
sp|P39396|BTST_ECOLI	sp|P39396|BTST_ECOLI	btsT	btsT
sp|P39398|LGOT_ECOLI	sp|P39398|LGOT_ECOLI	lgoT	lgoT
sp|P39399|LGOR_ECOLI	sp|P39399|LGOR_ECOLI	lgoR	lgoR
sp|P39400|LGOD_ECOLI	sp|P39400|LGOD_ECOLI	lgoD	lgoD
sp|P39401|OPGB_ECOLI	sp|P39401|OPGB_ECOLI	mdoB	mdoB
sp|P39404|BGLJ_ECOLI	sp|P39404|BGLJ_ECOLI	bglJ	bglJ
sp|P39405|FHUF_ECOLI	sp|P39405|FHUF_ECOLI	fhuF	fhuF
sp|P39406|RSMC_ECOLI	sp|P39406|RSMC_ECOLI	rsmC	rsmC
sp|P39407|YJJU_ECOLI	sp|P39407|YJJU_ECOLI	yjjU	yjjU
sp|P39408|YJJV_ECOLI	sp|P39408|YJJV_ECOLI	yjjV	yjjV
sp|P39409|YJJW_ECOLI	sp|P39409|YJJW_ECOLI	yjjW	yjjW
sp|P39410|YJJJ_ECOLI	sp|P39410|YJJJ_ECOLI	yjjJ	yjjJ
sp|P39411|NCPP_ECOLI	sp|P39411|NCPP_ECOLI	yjjX	yjjX
sp|P39414|TTDT_ECOLI	sp|P39414|TTDT_ECOLI	ttdT	ttdT
sp|P39451|ADHP_ECOLI	sp|P39451|ADHP_ECOLI	adhP	adhP
sp|P39452|RIR3_ECOLI	sp|P39452|RIR3_ECOLI	nrdE	nrdE
sp|P39453|TORS_ECOLI	sp|P39453|TORS_ECOLI	torS	torS
sp|P39829|GARD_ECOLI	sp|P39829|GARD_ECOLI	garD	garD
sp|P39830|YBAL_ECOLI	sp|P39830|YBAL_ECOLI	ybaL	ybaL
sp|P39831|YDFG_ECOLI	sp|P39831|YDFG_ECOLI	ydfG	ydfG
sp|P39832|ZNUB_ECOLI	sp|P39832|ZNUB_ECOLI	znuB	znuB
sp|P39834|YGIL_ECOLI	sp|P39834|YGIL_ECOLI	ygiL	ygiL
sp|P39835|GNTT_ECOLI	sp|P39835|GNTT_ECOLI	gntT	gntT
sp|P39836|YFEH_ECOLI	sp|P39836|YFEH_ECOLI	yfeH	yfeH
sp|P39838|RCSD_ECOLI	sp|P39838|RCSD_ECOLI	rcsD	rcsD
sp|P39902|SPRT_ECOLI	sp|P39902|SPRT_ECOLI	sprT	sprT
sp|P40120|OPGD_ECOLI	sp|P40120|OPGD_ECOLI	mdoD	mdoD
sp|P40191|PDXK_ECOLI	sp|P40191|PDXK_ECOLI	pdxK	pdxK
sp|P40710|NLPE_ECOLI	sp|P40710|NLPE_ECOLI	nlpE	nlpE
sp|P40711|ARFB_ECOLI	sp|P40711|ARFB_ECOLI	arfB	arfB
sp|P40719|QSEC_ECOLI	sp|P40719|QSEC_ECOLI	qseC	qseC
sp|P40874|MTOX_ECOLI	sp|P40874|MTOX_ECOLI	solA	solA
sp|P40876|YCBF_ECOLI	sp|P40876|YCBF_ECOLI	ycbF	ycbF
sp|P41036|NANT_ECOLI	sp|P41036|NANT_ECOLI	nanT	nanT
sp|P41039|YBII_ECOLI	sp|P41039|YBII_ECOLI	ybiI	ybiI
sp|P41052|MLTB_ECOLI	sp|P41052|MLTB_ECOLI	mltB	mltB
sp|P41407|AZOR_ECOLI	sp|P41407|AZOR_ECOLI	azoR	azoR
sp|P41409|RIHA_ECOLI	sp|P41409|RIHA_ECOLI	rihA	rihA
sp|P41441|GSPF_ECOLI	sp|P41441|GSPF_ECOLI	gspF	gspF
sp|P41442|GSPG_ECOLI	sp|P41442|GSPG_ECOLI	gspG	gspG
sp|P41443|GSPH_ECOLI	sp|P41443|GSPH_ECOLI	gspH	gspH
sp|P42588|PAT_ECOLI	sp|P42588|PAT_ECOLI	patA	patA
sp|P42589|YGJH_ECOLI	sp|P42589|YGJH_ECOLI	ygjH	ygjH
sp|P42590|YGJI_ECOLI	sp|P42590|YGJI_ECOLI	ygjI	ygjI
sp|P42591|YGJJ_ECOLI	sp|P42591|YGJJ_ECOLI	ygjJ	ygjJ
sp|P42592|YGJK_ECOLI	sp|P42592|YGJK_ECOLI	ygjK	ygjK
sp|P42593|FADH_ECOLI	sp|P42593|FADH_ECOLI	fadH	fadH
sp|P42596|RLMG_ECOLI	sp|P42596|RLMG_ECOLI	rlmG	rlmG
sp|P42597|UTPP_ECOLI	sp|P42597|UTPP_ECOLI	ygjP	ygjP
sp|P42598|YGJQ_ECOLI	sp|P42598|YGJQ_ECOLI	ygjQ	ygjQ
sp|P42599|YGJR_ECOLI	sp|P42599|YGJR_ECOLI	ygjR	ygjR
sp|P42601|ALX_ECOLI	sp|P42601|ALX_ECOLI	alx	alx
sp|P42603|YGJV_ECOLI	sp|P42603|YGJV_ECOLI	ygjV	ygjV
sp|P42604|UXAA_ECOLI	sp|P42604|UXAA_ECOLI	uxaA	uxaA
sp|P42615|MZRA_ECOLI	sp|P42615|MZRA_ECOLI	mzrA	mzrA
sp|P42616|YQJC_ECOLI	sp|P42616|YQJC_ECOLI	yqjC	yqjC
sp|P42619|YQJF_ECOLI	sp|P42619|YQJF_ECOLI	yqjF	yqjF
sp|P42620|YQJG_ECOLI	sp|P42620|YQJG_ECOLI	yqjG	yqjG
sp|P42624|YHAK_ECOLI	sp|P42624|YHAK_ECOLI	yhaK	yhaK
sp|P42625|YHAL_ECOLI	sp|P42625|YHAL_ECOLI	yhaL	yhaL
sp|P42626|YHAM_ECOLI	sp|P42626|YHAM_ECOLI	yhaM	yhaM
sp|P42628|DLST_ECOLI	sp|P42628|DLST_ECOLI	dlsT	dlsT
sp|P42630|TDCG_ECOLI	sp|P42630|TDCG_ECOLI	tdcG	tdcG
sp|P42632|TDCE_ECOLI	sp|P42632|TDCE_ECOLI	tdcE	tdcE
sp|P42640|YHBX_ECOLI	sp|P42640|YHBX_ECOLI	yhbX	yhbX
sp|P42641|OBG_ECOLI	sp|P42641|OBG_ECOLI	obgE	obgE
sp|P42904|PTPB2_ECOLI	sp|P42904|PTPB2_ECOLI	agaV	agaV
sp|P42906|AGAA_ECOLI	sp|P42906|AGAA_ECOLI	agaA	agaA
sp|P42907|AGAS_ECOLI	sp|P42907|AGAS_ECOLI	agaS	agaS
sp|P42909|PTPB1_ECOLI	sp|P42909|PTPB1_ECOLI	agaB	agaB
sp|P42910|PTPC1_ECOLI	sp|P42910|PTPC1_ECOLI	agaC	agaC
sp|P42911|PTPD_ECOLI	sp|P42911|PTPD_ECOLI	agaD	agaD
sp|P42912|AGAI_ECOLI	sp|P42912|AGAI_ECOLI	agaI	agaI
sp|P42913|YRAH_ECOLI	sp|P42913|YRAH_ECOLI	yraH	yraH
sp|P42914|YRAI_ECOLI	sp|P42914|YRAI_ECOLI	yraI	yraI
sp|P42915|YRAJ_ECOLI	sp|P42915|YRAJ_ECOLI	yraJ	yraJ
sp|P43319|YRAK_ECOLI	sp|P43319|YRAK_ECOLI	yraK	yraK
sp|P43329|HRPA_ECOLI	sp|P43329|HRPA_ECOLI	hrpA	hrpA
sp|P43337|NUDL_ECOLI	sp|P43337|NUDL_ECOLI	nudL	nudL
sp|P43340|YCAK_ECOLI	sp|P43340|YCAK_ECOLI	ycaK	ycaK
sp|P43341|LPXH_ECOLI	sp|P43341|LPXH_ECOLI	lpxH	lpxH
sp|P43531|YNFM_ECOLI	sp|P43531|YNFM_ECOLI	ynfM	ynfM
sp|P43533|FLGN_ECOLI	sp|P43533|FLGN_ECOLI	flgN	flgN
sp|P43667|YGAH_ECOLI	sp|P43667|YGAH_ECOLI	ygaH	ygaH
sp|P43671|PQIB_ECOLI	sp|P43671|PQIB_ECOLI	pqiB	pqiB
sp|P43672|UUP_ECOLI	sp|P43672|UUP_ECOLI	uup	uup
sp|P43674|YCAL_ECOLI	sp|P43674|YCAL_ECOLI	ycaL	ycaL
sp|P43676|PITB_ECOLI	sp|P43676|PITB_ECOLI	pitB	pitB
sp|P45394|YRBG_ECOLI	sp|P45394|YRBG_ECOLI	yrbG	yrbG
sp|P45395|KDSD_ECOLI	sp|P45395|KDSD_ECOLI	kdsD	kdsD
sp|P45420|YHCD_ECOLI	sp|P45420|YHCD_ECOLI	yhcD	yhcD
sp|P45422|YHCF_ECOLI	sp|P45422|YHCF_ECOLI	yhcF	yhcF
sp|P45423|YHCG_ECOLI	sp|P45423|YHCG_ECOLI	yhcG	yhcG
sp|P45424|YHCH_ECOLI	sp|P45424|YHCH_ECOLI	yhcH	yhcH
sp|P45425|NANK_ECOLI	sp|P45425|NANK_ECOLI	nanK	nanK
sp|P45428|DCUD_ECOLI	sp|P45428|DCUD_ECOLI	dcuD	dcuD
sp|P45463|TTDR_ECOLI	sp|P45463|TTDR_ECOLI	ttdR	ttdR
sp|P45464|LPOA_ECOLI	sp|P45464|LPOA_ECOLI	lpoA	lpoA
sp|P45465|YRAN_ECOLI	sp|P45465|YRAN_ECOLI	yraN	yraN
sp|P45468|YRAQ_ECOLI	sp|P45468|YRAQ_ECOLI	yraQ	yraQ
sp|P45469|YRAR_ECOLI	sp|P45469|YRAR_ECOLI	yraR	yraR
sp|P45470|YHBO_ECOLI	sp|P45470|YHBO_ECOLI	yhbO	yhbO
sp|P45472|YHBQ_ECOLI	sp|P45472|YHBQ_ECOLI	yhbQ	yhbQ
sp|P45475|UBIV_ECOLI	sp|P45475|UBIV_ECOLI	ubiV	ubiV
sp|P45505|YFAH_ECOLI	sp|P45505|YFAH_ECOLI	yfaH	yfaH
sp|P45508|YFAL_ECOLI	sp|P45508|YFAL_ECOLI	yfaL	yfaL
sp|P45522|KEFB_ECOLI	sp|P45522|KEFB_ECOLI	kefB	kefB
sp|P45523|FKBA_ECOLI	sp|P45523|FKBA_ECOLI	fkpA	fkpA
sp|P45524|YHET_ECOLI	sp|P45524|YHET_ECOLI	yheT	yheT
sp|P45527|UBIU_ECOLI	sp|P45527|UBIU_ECOLI	ubiU	ubiU
sp|P45530|TUSB_ECOLI	sp|P45530|TUSB_ECOLI	tusB	tusB
sp|P45531|TUSC_ECOLI	sp|P45531|TUSC_ECOLI	tusC	tusC
sp|P45532|TUSD_ECOLI	sp|P45532|TUSD_ECOLI	tusD	tusD
sp|P45537|YHFK_ECOLI	sp|P45537|YHFK_ECOLI	yhfK	yhfK
sp|P45539|FRLA_ECOLI	sp|P45539|FRLA_ECOLI	frlA	frlA
sp|P45541|FRLC_ECOLI	sp|P45541|FRLC_ECOLI	frlC	frlC
sp|P45543|FRLD_ECOLI	sp|P45543|FRLD_ECOLI	frlD	frlD
sp|P45544|FRLR_ECOLI	sp|P45544|FRLR_ECOLI	frlR	frlR
sp|P45545|YHFS_ECOLI	sp|P45545|YHFS_ECOLI	yhfS	yhfS
sp|P45546|YHFT_ECOLI	sp|P45546|YHFT_ECOLI	yhfT	yhfT
sp|P45548|PHP_ECOLI	sp|P45548|PHP_ECOLI	php	php
sp|P45549|YHFW_ECOLI	sp|P45549|YHFW_ECOLI	yhfW	yhfW
sp|P45550|YHFX_ECOLI	sp|P45550|YHFX_ECOLI	yhfX	yhfX
