Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Annotation	Gene names  (primary )	Gene names  (ordered locus )
P0AFH3	OPPB_ECOL6	reviewed	Oligopeptide transport system permease protein OppB	oppB c1708	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	306	2 out of 5	oppB	c1708
A0A0H2V777	A0A0H2V777_ECOL6	unreviewed	Periplasmic oligopeptide-binding protein	oppA c1707	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	567	1 out of 5	oppA	c1707
P0A918	OMPX_ECOL6	reviewed	Outer membrane protein X	ompX c0900	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	171	2 out of 5	ompX	c0900
A0A0H2V705	A0A0H2V705_ECOL6	unreviewed	Outer membrane protein W	ompW c1722	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	238	1 out of 5	ompW	c1722
A0A0H2V511	A0A0H2V511_ECOL6	unreviewed	Protease VII (EC 3.4.23.49)	ompT c0652	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	317	2 out of 5	ompT	c0652
P0AA17	OMPR_ECOL6	reviewed	DNA-binding dual transcriptional regulator OmpR (Transcriptional regulatory protein OmpR)	ompR c4181	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	239	2 out of 5	ompR	c4181
A0A0H2V9G6	A0A0H2V9G6_ECOL6	unreviewed	Outer membrane protein N	ompN c1822	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	377	1 out of 5	ompN	c1822
A0A0H2V7C7	A0A0H2V7C7_ECOL6	unreviewed	Outer membrane protein G	ompG c1791	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	318	1 out of 5	ompG	c1791
A0A0H2V5Q9	A0A0H2V5Q9_ECOL6	unreviewed	Outer membrane protein F	ompF c1071	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	362	2 out of 5	ompF	c1071
Q8CVW1	OMPC_ECOL6	reviewed	Outer membrane porin C (Outer membrane protein 1B) (Outer membrane protein C) (Porin OmpC)	ompC c2758	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	375	5 out of 5	ompC	c2758
A0A0H2V5V4	A0A0H2V5V4_ECOL6	unreviewed	Outer membrane protein A	ompA c1093	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	379	1 out of 5	ompA	c1093
A0A0H2V7D6	A0A0H2V7D6_ECOL6	unreviewed	Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63) (6-O-methylguanine-DNA methyltransferase) (MGMT) (O-6-methylguanine-DNA-alkyltransferase)	ogt c1808	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	171	3 out of 5	ogt	c1808
A0A0H2V5M1	A0A0H2V5M1_ECOL6	unreviewed	Prophage P2 OGR protein	ogrK c0979	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	83	1 out of 5	ogrK	c0979
Q8FD82	OBG_ECOL6	reviewed	GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg)	obg c3940	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	390	3 out of 5	obg	c3940
P0AA01	NUSG_ECOL6	reviewed	Transcription termination/antitermination protein NusG	nusG c4937	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	181	2 out of 5	nusG	c4937
P0A781	NUSB_ECOL6	reviewed	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB c0527	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	139	2 out of 5	nusB	c0527
P0AFF7	NUSA_ECOL6	reviewed	Transcription termination/antitermination protein NusA	nusA c3926	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	495	3 out of 5	nusA	c3926
A0A0H2VAM7	A0A0H2VAM7_ECOL6	unreviewed	Nucleoside permease NupG	nupG c3552	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	434	2 out of 5	nupG	c3552
P0AFF3	NUPC_ECOL6	reviewed	Nucleoside permease NupC (Nucleoside-transport system protein NupC)	nupC c2932	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	400	2 out of 5	nupC	c2932
Q8FFK3	NUON_ECOL6	reviewed	NADH-quinone oxidoreductase subunit N (EC 7.1.1.-) (NADH dehydrogenase I subunit N) (NDH-1 subunit N)	nuoN c2817	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	485	3 out of 5	nuoN	c2817
A0A0H2V953	A0A0H2V953_ECOL6	unreviewed	NADH dehydrogenase I chain M (EC 1.6.5.3)	nuoM c2818	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	509	1 out of 5	nuoM	c2818
A0A0H2VAJ8	A0A0H2VAJ8_ECOL6	unreviewed	NADH dehydrogenase I chain L (EC 1.6.5.3)	nuoL c2819	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	613	1 out of 5	nuoL	c2819
P0AFE5	NUOK_ECOL6	reviewed	NADH-quinone oxidoreductase subunit K (EC 7.1.1.-) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	nuoK c2820	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	100	3 out of 5	nuoK	c2820
P0AFE1	NUOJ_ECOL6	reviewed	NADH-quinone oxidoreductase subunit J (EC 7.1.1.-) (NADH dehydrogenase I subunit J) (NDH-1 subunit J) (NUO10)	nuoJ c2821	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	184	3 out of 5	nuoJ	c2821
P0AFD7	NUOI_ECOL6	reviewed	NADH-quinone oxidoreductase subunit I (EC 7.1.1.-) (NADH dehydrogenase I subunit I) (NDH-1 subunit I) (NUO9)	nuoI c2822	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	180	3 out of 5	nuoI	c2822
Q8FFK0	NUOH_ECOL6	reviewed	NADH-quinone oxidoreductase subunit H (EC 7.1.1.-) (NADH dehydrogenase I subunit H) (NDH-1 subunit H) (NUO8)	nuoH c2823	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	325	3 out of 5	nuoH	c2823
Q8FFJ9	NUOG_ECOL6	reviewed	NADH-quinone oxidoreductase subunit G (EC 7.1.1.-) (NADH dehydrogenase I subunit G) (NDH-1 subunit G) (NUO7)	nuoG c2824	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	908	4 out of 5	nuoG	c2824
A0A0H2V918	A0A0H2V918_ECOL6	unreviewed	NADH-quinone oxidoreductase subunit F (EC 7.1.1.-)	nuoF c2825	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	445	2 out of 5	nuoF	c2825
P0AFD2	NUOE_ECOL6	reviewed	NADH-quinone oxidoreductase subunit E (EC 7.1.1.-) (NADH dehydrogenase I subunit E) (NDH-1 subunit E) (NUO5)	nuoE c2826	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	166	3 out of 5	nuoE	c2826
Q8FFJ7	NUOCD_ECOL6	reviewed	NADH-quinone oxidoreductase subunit C/D (EC 7.1.1.-) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D)	nuoC nuoCD nuoD c2827	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	600	3 out of 5	nuoC	c2827
P0AFC8	NUOB_ECOL6	reviewed	NADH-quinone oxidoreductase subunit B (EC 7.1.1.-) (NADH dehydrogenase I subunit B) (NDH-1 subunit B) (NUO2)	nuoB c2828	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	220	3 out of 5	nuoB	c2828
P0AFC4	NUOA_ECOL6	reviewed	NADH-quinone oxidoreductase subunit A (EC 7.1.1.-) (NADH dehydrogenase I subunit A) (NDH-1 subunit A) (NUO1)	nuoA c2829	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	147	3 out of 5	nuoA	c2829
Q8FGU5	NUDL_ECOL6	reviewed	Uncharacterized Nudix hydrolase NudL (EC 3.6.1.-)	nudL c2218	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	192	2 out of 5	nudL	c2218
Q8FF87	NUDK_ECOL6	reviewed	GDP-mannose pyrophosphatase (EC 3.6.1.-) (GDP-mannose hydrolase) (GDPMK)	nudK c2994	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	191	3 out of 5	nudK	c2994
P0AEI7	NUDJ_ECOL6	reviewed	Phosphatase NudJ (EC 3.6.1.-)	nudJ c1513	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	153	2 out of 5	nudJ	c1513
Q8FFM5	NUDI_ECOL6	reviewed	Nucleoside triphosphatase NudI (EC 3.6.1.9) (Nucleotide diphosphatase NudI) (Pyrimidine deoxynucleoside triphosphate diphosphatase) (dCTP diphosphatase) (EC 3.6.1.12) (dTTP diphosphatase) (EC 3.6.1.-) (dUTP diphosphatase) (EC 3.6.1.23)	nudI c2793	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	141	4 out of 5	nudI	c2793
P83842	ADPP_ECOL6	reviewed	ADP-ribose pyrophosphatase (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (ASPPase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase)	nudF aspP c3780	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	209	3 out of 5	nudF	c3780
Q8FB75	NUDC_ECOL6	reviewed	NADH pyrophosphatase (EC 3.6.1.22)	nudC c4953	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	257	3 out of 5	nudC	c4953
A0A0H2V803	A0A0H2V803_ECOL6	unreviewed	dATP pyrophosphohydrolase (EC 3.6.1.-)	ntpA c2279	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	147	1 out of 5	ntpA	c2279
P0AB84	END3_ECOL6	reviewed	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	nth c2025	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	211	3 out of 5	nth	c2025
P0AF64	NSRR_ECOL6	reviewed	HTH-type transcriptional repressor NsrR	nsrR c5262	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	141	2 out of 5	nsrR	c5262
A0A0H2VD34	A0A0H2VD34_ECOL6	unreviewed	Formate-dependent nitrite reductase complex nrfG subunit	nrfG c5072	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	198	1 out of 5	nrfG	c5072
A0A0H2VES4	A0A0H2VES4_ECOL6	unreviewed	Formate-dependent nitrite reductase complex subunit	nrfF c5071	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	127	2 out of 5	nrfF	c5071
A0A0H2VD79	A0A0H2VD79_ECOL6	unreviewed	Cytochrome c-type biogenesis protein nrfE	nrfE c5070	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	560	1 out of 5	nrfE	c5070
A0A0H2VFT1	A0A0H2VFT1_ECOL6	unreviewed	NrfD protein	nrfD c5069	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	318	1 out of 5	nrfD	c5069
A0A0H2VDH3	A0A0H2VDH3_ECOL6	unreviewed	NrfC protein	nrfC c5068	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	223	1 out of 5	nrfC	c5068
P0ABL2	NRFB_ECOL6	reviewed	Cytochrome c-type protein NrfB	nrfB c5067	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	188	3 out of 5	nrfB	c5067
Q8CVI1	NRFA_ECOL6	reviewed	Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase)	nrfA c5066	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	478	3 out of 5	nrfA	c5066
P0A8D1	NRDR_ECOL6	reviewed	Transcriptional repressor NrdR	nrdR ybaD c0523	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	149	2 out of 5	nrdR	c0523
P0A773	NRDI_ECOL6	reviewed	Protein NrdI	nrdI c3227	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	136	2 out of 5	nrdI	c3227
P0AC66	NRDH_ECOL6	reviewed	Glutaredoxin-like protein NrdH	nrdH c3226	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	81	2 out of 5	nrdH	c3226
A0A0H2VFB0	A0A0H2VFB0_ECOL6	unreviewed	Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-)	nrdG c5336	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	154	2 out of 5	nrdG	c5336
A0A0H2V9W6	A0A0H2V9W6_ECOL6	unreviewed	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1)	nrdF c3229	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	319	3 out of 5	nrdF	c3229
A0A0H2VCA4	A0A0H2VCA4_ECOL6	unreviewed	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdE c3228	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	714	2 out of 5	nrdE	c3228
A0A0H2VDM7	A0A0H2VDM7_ECOL6	unreviewed	Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2)	nrdD c5337	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	712	1 out of 5	nrdD	c5337
A0A0H2VBE1	A0A0H2VBE1_ECOL6	unreviewed	Ribonucleoside-diphosphate reductase 1 beta chain (EC 1.17.4.1)	nrdB c2777	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	376	1 out of 5	nrdB	c2777
A0A0H2V977	A0A0H2V977_ECOL6	unreviewed	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	nrdA c2776	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	761	2 out of 5	nrdA	c2776
Q8FEN4	NORW_ECOL6	reviewed	Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-) (Flavorubredoxin reductase) (FlRd-reductase) (FlavoRb reductase)	norW flrR c3267	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	377	2 out of 5	norW	c3267
P59404	NORV_ECOL6	reviewed	Anaerobic nitric oxide reductase flavorubredoxin (FlRd) (FlavoRb)	norV flrD c3265/c3266	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	479	3 out of 5	norV	c3265/c3266
Q8FEN6	NORR_ECOL6	reviewed	Anaerobic nitric oxide reductase transcription regulator NorR	norR c3263	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	504	3 out of 5	norR	c3263
A0A0H2VB89	A0A0H2VB89_ECOL6	unreviewed	Prophage QSR' DNA packaging protein NU1 homolog	nohB c3174	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	181	1 out of 5	nohB	c3174
P68653	TERS_ECOL6	reviewed	P21 prophage-derived terminase small subunit (Gp1)	nohA c1568	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	182	2 out of 5	nohA	c1568
A0A0H2V8X7	A0A0H2V8X7_ECOL6	unreviewed	Outer membrane porin protein nmpC	nmpC c1560	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	380	2 out of 5	nmpC	c1560
P0AFB2	NLPI_ECOL6	reviewed	Lipoprotein NlpI	nlpI c3918	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	294	2 out of 5	nlpI	c3918
A0A0H2VCF4	A0A0H2VCF4_ECOL6	unreviewed	Lipoprotein nlpD	nlpD c3308	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	379	1 out of 5	nlpD	c3308
A0A0H2V9Z9	A0A0H2V9Z9_ECOL6	unreviewed	Probable lipoprotein nlpC	nlpC c2104	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	154	1 out of 5	nlpC	c2104
A0A0H2VBU3	A0A0H2VBU3_ECOL6	unreviewed	Outer membrane protein assembly factor BamC	nlpB bamC c3005	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	345	2 out of 5	nlpB	c3005
A0A0H2VCC9	A0A0H2VCC9_ECOL6	unreviewed	Lipoprotein	nlpA c4583	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	272	1 out of 5	nlpA	c4583
A0A0H2VE35	A0A0H2VE35_ECOL6	unreviewed	Nitrite reductase [NAD(P)H] small subunit (EC 1.7.1.4)	nirD c4142	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	108	1 out of 5	nirD	c4142
A0A0H2VBI0	A0A0H2VBI0_ECOL6	unreviewed	Potential nitrite transporter	nirC c4143	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	268	1 out of 5	nirC	c4143
A0A0H2VBR9	A0A0H2VBR9_ECOL6	unreviewed	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	nirB c4141	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	847	2 out of 5	nirB	c4141
P68651	NINB_ECOL6	reviewed	P21 prophage-derived protein NinB	ninB c1554	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	146	1 out of 5	ninB	c1554
P0A6Z7	NIKR_ECOL6	reviewed	Nickel-responsive regulator	nikR c4274	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	133	2 out of 5	nikR	c4274
Q8FCM9	NIKE_ECOL6	reviewed	Nickel import ATP-binding protein NikE (EC 7.2.2.11)	nikE c4273	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	268	3 out of 5	nikE	c4273
Q8FCN0	NIKD_ECOL6	reviewed	Nickel import ATP-binding protein NikD (EC 7.2.2.11)	nikD c4272	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	254	3 out of 5	nikD	c4272
A0A0H2VBQ3	A0A0H2VBQ3_ECOL6	unreviewed	Nickel transport system permease protein nikC	nikC c4271	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	277	1 out of 5	nikC	c4271
A0A0H2VEC2	A0A0H2VEC2_ECOL6	unreviewed	Nickel transport system permease protein nikB	nikB c4270	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	314	1 out of 5	nikB	c4270
A0A0H2VBZ7	A0A0H2VBZ7_ECOL6	unreviewed	Nickel-binding periplasmic protein	nikA c4269	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	524	1 out of 5	nikA	c4269
A0A0H2V8J8	A0A0H2V8J8_ECOL6	unreviewed	N-hydroxyarylamine O-acetyltransferase (EC 2.3.1.118)	nhoA c1895	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	281	1 out of 5	nhoA	c1895
A0A0H2V3Z8	A0A0H2V3Z8_ECOL6	unreviewed	Transcriptional activator protein nhaR	nhaR c0025	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	307	1 out of 5	nhaR	c0025
P0A3R7	NHAP2_ECOL6	reviewed	K(+)/H(+) antiporter NhaP2 (Potassium/proton antiporter NhaP2)	nhaP2 cvrA c1640	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	578	2 out of 5	nhaP2	c1640
Q8FI24	NHAB_ECOL6	reviewed	Na(+)/H(+) antiporter NhaB (Sodium/proton antiporter NhaB)	nhaB c1634	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	513	2 out of 5	nhaB	c1634
Q8FLC1	NHAA_ECOL6	reviewed	Na(+)/H(+) antiporter NhaA (Sodium/proton antiporter NhaA)	nhaA c0024	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	388	2 out of 5	nhaA	c0024
P63021	NFUA_ECOL6	reviewed	Fe/S biogenesis protein NfuA	nfuA c4191	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	191	2 out of 5	nfuA	c4191
A0A0H2V519	A0A0H2V519_ECOL6	unreviewed	Bacteriophage N4 adsorption protein B	nfrB c0655	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	720	1 out of 5	nfrB	c0655
A0A0H2V749	A0A0H2V749_ECOL6	unreviewed	Bacteriophage N4 adsorption protein A	nfrA c0654	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	997	1 out of 5	nfrA	c0654
Q8FFU0	END4_ECOL6	reviewed	Probable endonuclease 4 (EC 3.1.21.2) (Endodeoxyribonuclease IV) (Endonuclease IV)	nfo c2694	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	285	2 out of 5	nfo	c2694
A0A0H2V537	A0A0H2V537_ECOL6	unreviewed	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-)	nfnB c0664	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	217	1 out of 5	nfnB	c0664
P68740	NFI_ECOL6	reviewed	Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)	nfi c4955	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	223	3 out of 5	nfi	c4955
Q8FBX9	NEPI_ECOL6	reviewed	Purine ribonucleoside efflux pump NepI	nepI c4586	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	396	2 out of 5	nepI	c4586
P67431	NEMR_ECOL6	reviewed	HTH-type transcriptional repressor NemR	nemR c2042	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	199	2 out of 5	nemR	c2042
A0A0H2V9V3	A0A0H2V9V3_ECOL6	unreviewed	N-ethylmaleimide reductase (EC 1.-.-.-)	nemA c2043	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	365	1 out of 5	nemA	c2043
Q8FJU5	END8_ECOL6	reviewed	Endonuclease 8 (DNA glycosylase/AP lyase Nei) (EC 3.2.2.-) (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase Nei) (Endonuclease VIII)	nei c0793	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	263	3 out of 5	nei	c0793
Q8FF53	NDK_ECOL6	reviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk c3041	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	143	3 out of 5	ndk	c3041
A0A0H2V6A3	A0A0H2V6A3_ECOL6	unreviewed	NADH dehydrogenase (EC 1.6.99.3)	ndh c1382	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	443	1 out of 5	ndh	c1382
A0A0H2V8K3	A0A0H2V8K3_ECOL6	unreviewed	Respiratory nitrate reductase 2 alpha chain (EC 1.7.99.4)	narZ c1900	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	1287	2 out of 5	narZ	c1900
A0A0H2V7D5	A0A0H2V7D5_ECOL6	unreviewed	Respiratory nitrate reductase 2 beta chain (EC 1.7.99.4)	narY c1899	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	514	1 out of 5	narY	c1899
A0A0H2V759	A0A0H2V759_ECOL6	unreviewed	Sensor protein (EC 2.7.13.3)	narX c1682	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	598	2 out of 5	narX	c1682
A0A0H2V9K8	A0A0H2V9K8_ECOL6	unreviewed	Respiratory nitrate reductase 2 delta chain (EC 1.7.99.4)	narW c1898	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	231	1 out of 5	narW	c1898
A0A0H2V7K2	A0A0H2V7K2_ECOL6	unreviewed	Respiratory nitrate reductase 2 gamma chain (EC 1.7.99.4)	narV c1897	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	226	1 out of 5	narV	c1897
A0A0H2V7A7	A0A0H2V7A7_ECOL6	unreviewed	Nitrate/nitrite transporter	narU c1901	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	462	2 out of 5	narU	c1901
A0A0H2VBT9	A0A0H2VBT9_ECOL6	unreviewed	Sensor protein (EC 2.7.13.3)	narQ c2996	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	571	2 out of 5	narQ	c2996
A0A0H2V8W8	A0A0H2V8W8_ECOL6	unreviewed	Nitrate/nitrite response regulator protein narP	narP c2730	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	225	1 out of 5	narP	c2730
P0AF29	NARL_ECOL6	reviewed	Nitrate/nitrite response regulator protein NarL	narL c1681	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	216	2 out of 5	narL	c1681
A0A0H2V6Z1	A0A0H2V6Z1_ECOL6	unreviewed	Nitrate/nitrite transporter	narK c1684	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	465	2 out of 5	narK	c1684
A0A0H2V764	A0A0H2V764_ECOL6	unreviewed	Respiratory nitrate reductase 1 delta chain (EC 1.7.99.4)	narJ c1687	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	236	1 out of 5	narJ	c1687
A0A0H2V978	A0A0H2V978_ECOL6	unreviewed	Respiratory nitrate reductase 1 gamma chain (EC 1.7.99.4)	narI c1688	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	225	1 out of 5	narI	c1688
A0A0H2V6X0	A0A0H2V6X0_ECOL6	unreviewed	Respiratory nitrate reductase 1 beta chain (EC 1.7.99.4)	narH c1686	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	512	1 out of 5	narH	c1686
A0A0H2V839	A0A0H2V839_ECOL6	unreviewed	Respiratory nitrate reductase 1 alpha chain (EC 1.7.99.4)	narG c1685	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	1247	2 out of 5	narG	c1685
A0A0H2VBB4	A0A0H2VBB4_ECOL6	unreviewed	Ferredoxin-type protein napH	napH c2743	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	287	1 out of 5	napH	c2743
P0AAL4	NAPG_ECOL6	reviewed	Ferredoxin-type protein NapG	napG c2744	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	231	2 out of 5	napG	c2744
P0AAL1	NAPF_ECOL6	reviewed	Ferredoxin-type protein NapF	napF c2747	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	164	2 out of 5	napF	c2747
A0A0H2V913	A0A0H2V913_ECOL6	unreviewed	Chaperone NapD (NapA signal peptide-binding chaperone NapD)	napD c2746	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	87	2 out of 5	napD	c2746
P0ABL6	NAPC_ECOL6	reviewed	Cytochrome c-type protein NapC	napC c2739	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	200	3 out of 5	napC	c2739
A0A0H2V8X3	A0A0H2V8X3_ECOL6	unreviewed	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	napB c2741	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	156	2 out of 5	napB	c2741
